regiao;porte;data;casos;obitos;populacao_porte;incidencia;mortalidade;casos_media7;obitos_media7;incidencia_media7;mortalidade_media7
Centro-Oeste;Menor que 10 mil;2020-04-13;0;0;1239413;0,00000000000000000;0,00000000000000000;1,00000000000000e+00;0,142857142857143;8,06833557498590e-02;1,15261936785513e-02
Centro-Oeste;10 a 20 mil;2020-04-13;4;1;1315431;0,30408284433010929;0,07602071108252732;2,28571428571429e+00;0,285714285714286;1,73761625331491e-01;2,17202031664364e-02
Centro-Oeste;20 a 100 mil;2020-04-13;1;0;3897639;0,02565655772635691;0,00000000000000000;4,85714285714286e+00;0,428571428571429;1,24617566099448e-01;1,09956675970101e-02
Centro-Oeste;Acima de 100 mil;2020-04-13;44;4;9844591;0,44694594219302763;0,04063144929027524;4,52857142857143e+01;2,142857142857143;4,60006050893473e-01;2,17668478340760e-02
Nordeste;Menor que 10 mil;2020-04-13;4;0;3502724;0,11419683651923475;0,00000000000000000;4,42857142857143e+00;0,285714285714286;1,26432211860581e-01;8,15691689423105e-03
Nordeste;10 a 20 mil;2020-04-13;6;1;8152742;0,07359487151684672;0,01226581191947445;4,85714285714286e+00;0,714285714285714;5,95768007517331e-02;8,76129422819604e-03
Nordeste;20 a 100 mil;2020-04-13;44;7;21705894;0,20270991832909532;0,03224930518871971;3,45714285714286e+01;4,000000000000000;1,59272078687146e-01;1,84281743935541e-02
Nordeste;Acima de 100 mil;2020-04-13;479;45;23710294;2,02021957214026937;0,18979098276891884;3,39428571428571e+02;24,285714285714285;1,43156627002842e+00;1,02426879589575e-01
Norte;Menor que 10 mil;2020-04-13;0;0;802330;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Norte;10 a 20 mil;2020-04-13;5;0;1590778;0,31431161356267184;0,00000000000000000;2,00000000000000e+00;0,285714285714286;1,25724645425069e-01;1,79606636321527e-02
Norte;20 a 100 mil;2020-04-13;15;0;6486315;0,23125611383350947;0,00000000000000000;1,58571428571429e+01;0,714285714285714;2,44470748909710e-01;1,10121958968338e-02
Norte;Acima de 100 mil;2020-04-13;150;11;9551557;1,57042459150900737;0,11516447004399387;1,64428571428571e+02;9,000000000000000;1,72148448078749e+00;9,42254754905404e-02
Sudeste;Menor que 10 mil;2020-04-13;1;0;4034732;0,02478479363685122;0,00000000000000000;2,85714285714286e+00;0,142857142857143;7,08136961052892e-02;3,54068480526446e-03
Sudeste;10 a 20 mil;2020-04-13;3;0;5106410;0,05874968911622842;0,00000000000000000;5,85714285714286e+00;0,428571428571429;1,14701773988827e-01;8,39281273088978e-03
Sudeste;20 a 100 mil;2020-04-13;14;1;16484633;0,08492758073534303;0,00606625576681022;3,12857142857143e+01;2,714285714285714;1,89787144704491e-01;1,64655513670563e-02
Sudeste;Acima de 100 mil;2020-04-13;527;37;62745658;0,83989875442855344;0,05896822374545821;8,62428571428571e+02;59,571428571428569;1,37448326931016e+00;9,49411169955833e-02
Sul;Menor que 10 mil;2020-04-13;7;0;3174288;0,22052189341357811;0,00000000000000000;6,14285714285714e+00;0,428571428571429;1,93519212587426e-01;1,35013404130762e-02
Sul;10 a 20 mil;2020-04-13;5;0;3046519;0,16412174025502549;0,00000000000000000;8,14285714285714e+00;0,428571428571429;2,67283976986756e-01;1,40675777361450e-02
Sul;20 a 100 mil;2020-04-13;18;0;8902827;0,20218296952192827;0,00000000000000000;2,30000000000000e+01;0,857142857142857;2,58344905500242e-01;9,62776045342516e-03
Sul;Acima de 100 mil;2020-04-13;59;5;14852350;0,39724353385154537;0,03366470625860554;8,98571428571429e+01;4,285714285714286;6,05002863904654e-01;2,88554625073762e-02
Centro-Oeste;Menor que 10 mil;2020-04-14;3;0;1239413;0,24205006724957701;0,00000000000000000;1,28571428571429e+00;0,142857142857143;1,03735743106962e-01;1,15261936785513e-02
Centro-Oeste;10 a 20 mil;2020-04-14;1;0;1315431;0,07602071108252732;0,00000000000000000;1,85714285714286e+00;0,142857142857143;1,41181320581836e-01;1,08601015832182e-02
Centro-Oeste;20 a 100 mil;2020-04-14;11;0;3897639;0,28222213498992593;0,00000000000000000;4,42857142857143e+00;0,428571428571429;1,13621898502438e-01;1,09956675970101e-02
Centro-Oeste;Acima de 100 mil;2020-04-14;54;2;9844591;0,54852456541871575;0,02031572464513762;4,80000000000000e+01;2,142857142857143;4,87577391483303e-01;2,17668478340760e-02
Nordeste;Menor que 10 mil;2020-04-14;1;1;3502724;0,02854920912980869;0,02854920912980869;3,28571428571429e+00;0,428571428571429;9,38045442836571e-02;1,22353753413466e-02
Nordeste;10 a 20 mil;2020-04-14;11;3;8152742;0,13492393111421899;0,03679743575842336;5,71428571428571e+00;1,000000000000000;7,00903538255683e-02;1,22658119194745e-02
Nordeste;20 a 100 mil;2020-04-14;22;3;21705894;0,10135495916454766;0,01382113079516559;3,45714285714286e+01;4,000000000000000;1,59272078687146e-01;1,84281743935541e-02
Nordeste;Acima de 100 mil;2020-04-14;510;29;23710294;2,15096447138108049;0,12230974445108103;3,64285714285714e+02;26,000000000000000;1,53640319384363e+00;1,09657012266486e-01
Norte;Menor que 10 mil;2020-04-14;0;0;802330;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Norte;10 a 20 mil;2020-04-14;10;0;1590778;0,62862322712534369;0,00000000000000000;3,42857142857143e+00;0,285714285714286;2,15527963585832e-01;1,79606636321527e-02
Norte;20 a 100 mil;2020-04-14;32;0;6486315;0,49334637617815352;0,00000000000000000;1,78571428571429e+01;0,714285714285714;2,75304897420845e-01;1,10121958968338e-02
Norte;Acima de 100 mil;2020-04-14;343;27;9551557;3,59103756591726375;0,28267642647162133;1,93285714285714e+02;12,142857142857142;2,02360425934446e+00;1,27129609788824e-01
Sudeste;Menor que 10 mil;2020-04-14;3;0;4034732;0,07435438091055366;0,00000000000000000;3,14285714285714e+00;0,142857142857143;7,78950657158181e-02;3,54068480526446e-03
Sudeste;10 a 20 mil;2020-04-14;6;0;5106410;0,11749937823245685;0,00000000000000000;5,28571428571429e+00;0,285714285714286;1,03511357014307e-01;5,59520848725985e-03
Sudeste;20 a 100 mil;2020-04-14;45;6;16484633;0,27298150950645972;0,03639753460086130;3,25714285714286e+01;3,142857142857143;1,97586616404676e-01;1,90653752671178e-02
Sudeste;Acima de 100 mil;2020-04-14;773;128;62745658;1,23195775554700537;0,20399817944374732;8,23571428571429e+02;66,000000000000000;1,31255525055045e+00;1,05186561275682e-01
Sul;Menor que 10 mil;2020-04-14;7;0;3174288;0,22052189341357811;0,00000000000000000;5,85714285714286e+00;0,428571428571429;1,84518318978708e-01;1,35013404130762e-02
Sul;10 a 20 mil;2020-04-14;6;0;3046519;0,19694608830603058;0,00000000000000000;8,42857142857143e+00;0,428571428571429;2,76662362144186e-01;1,40675777361450e-02
Sul;20 a 100 mil;2020-04-14;18;5;8902827;0,20218296952192827;0,05616193597831341;2,40000000000000e+01;1,571428571428571;2,69577292695904e-01;1,76508941646128e-02
Sul;Acima de 100 mil;2020-04-14;65;4;14852350;0,43764118136187202;0,02693176500688443;8,27142857142857e+01;4,142857142857143;5,56910426392360e-01;2,78936137571303e-02
Centro-Oeste;Menor que 10 mil;2020-04-15;1;0;1239413;0,08068335574985901;0,00000000000000000;1,14285714285714e+00;0,000000000000000;9,22095494284103e-02;0,00000000000000e+00
Centro-Oeste;10 a 20 mil;2020-04-15;3;0;1315431;0,22806213324758198;0,00000000000000000;2,14285714285714e+00;0,142857142857143;1,62901523748273e-01;1,08601015832182e-02
Centro-Oeste;20 a 100 mil;2020-04-15;4;0;3897639;0,10262623090542762;0,00000000000000000;4,28571428571429e+00;0,285714285714286;1,09956675970101e-01;7,33044506467340e-03
Centro-Oeste;Acima de 100 mil;2020-04-15;62;0;9844591;0,62978746399926622;0,00000000000000000;5,15714285714286e+01;2,142857142857143;5,23855471206763e-01;2,17668478340760e-02
Nordeste;Menor que 10 mil;2020-04-15;1;0;3502724;0,02854920912980869;0,00000000000000000;3,14285714285714e+00;0,428571428571429;8,97260858365416e-02;1,22353753413466e-02
Nordeste;10 a 20 mil;2020-04-15;6;1;8152742;0,07359487151684672;0,01226581191947445;5,71428571428571e+00;1,142857142857143;7,00903538255683e-02;1,40180707651137e-02
Nordeste;20 a 100 mil;2020-04-15;69;8;21705894;0,31788600828880859;0,03685634878710824;3,97142857142857e+01;4,142857142857143;1,82965445764573e-01;1,90863234790382e-02
Nordeste;Acima de 100 mil;2020-04-15;549;41;23710294;2,31544998978080985;0,17292067318945939;3,93714285714286e+02;27,000000000000000;1,66052047146394e+00;1,13874589661351e-01
Norte;Menor que 10 mil;2020-04-15;0;0;802330;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Norte;10 a 20 mil;2020-04-15;4;1;1590778;0,25144929085013745;0,06286232271253436;3,71428571428571e+00;0,285714285714286;2,33488627217985e-01;1,79606636321527e-02
Norte;20 a 100 mil;2020-04-15;29;5;6486315;0,44709515341145167;0,07708537127783649;2,00000000000000e+01;1,428571428571429;3,08341485111346e-01;2,20243917936676e-02
Norte;Acima de 100 mil;2020-04-15;208;12;9551557;2,17765543355915669;0,12563396732072060;1,89142857142857e+02;12,857142857142858;1,98023062776945e+00;1,34607822129343e-01
Sudeste;Menor que 10 mil;2020-04-15;8;1;4034732;0,19827834909480976;0,02478479363685122;4,00000000000000e+00;0,285714285714286;9,91391745474049e-02;7,08136961052892e-03
Sudeste;10 a 20 mil;2020-04-15;8;1;5106410;0,15666583764327580;0,01958322970540947;5,57142857142857e+00;0,285714285714286;1,09106565501567e-01;5,59520848725985e-03
Sudeste;20 a 100 mil;2020-04-15;82;3;16484633;0,49743297287843774;0,01819876730043065;3,91428571428571e+01;3,142857142857143;2,37450582872286e-01;1,90653752671178e-02
Sudeste;Acima de 100 mil;2020-04-15;2102;125;62745658;3,35003260305278827;0,19921697211303449;9,35285714285714e+02;73,428571428571431;1,49059830448461e+00;1,17025741332685e-01
Sul;Menor que 10 mil;2020-04-15;3;0;3174288;0,09450938289153347;0,00000000000000000;5,71428571428571e+00;0,285714285714286;1,80017872174349e-01;9,00089360871747e-03
Sul;10 a 20 mil;2020-04-15;3;1;3046519;0,09847304415301529;0,03282434805100510;8,28571428571429e+00;0,571428571428571;2,71973169565471e-01;1,87567703148601e-02
Sul;20 a 100 mil;2020-04-15;11;1;8902827;0,12355625915228949;0,01123238719566268;2,31428571428571e+01;1,571428571428571;2,59949532242479e-01;1,76508941646128e-02
Sul;Acima de 100 mil;2020-04-15;68;2;14852350;0,45784000511703538;0,01346588250344222;8,10000000000000e+01;3,857142857142857;5,45368241389410e-01;2,59699162566386e-02
Centro-Oeste;Menor que 10 mil;2020-04-16;1;0;1239413;0,08068335574985901;0,00000000000000000;1,14285714285714e+00;0,000000000000000;9,22095494284103e-02;0,00000000000000e+00
Centro-Oeste;10 a 20 mil;2020-04-16;0;0;1315431;0,00000000000000000;0,00000000000000000;2,14285714285714e+00;0,142857142857143;1,62901523748273e-01;1,08601015832182e-02
Centro-Oeste;20 a 100 mil;2020-04-16;2;0;3897639;0,05131311545271381;0,00000000000000000;4,00000000000000e+00;0,142857142857143;1,02626230905428e-01;3,66522253233670e-03
Centro-Oeste;Acima de 100 mil;2020-04-16;58;6;9844591;0,58915601470899093;0,06094717393541286;5,27142857142857e+01;2,857142857142857;5,35464456718270e-01;2,90224637787680e-02
Nordeste;Menor que 10 mil;2020-04-16;3;0;3502724;0,08564762738942606;0,00000000000000000;3,57142857142857e+00;0,428571428571429;1,01961461177888e-01;1,22353753413466e-02
Nordeste;10 a 20 mil;2020-04-16;6;0;8152742;0,07359487151684672;0,00000000000000000;6,00000000000000e+00;1,000000000000000;7,35948715168467e-02;1,22658119194745e-02
Nordeste;20 a 100 mil;2020-04-16;56;4;21705894;0,25799444150975770;0,01842817439355412;4,27142857142857e+01;4,714285714285714;1,96786576559739e-01;2,17189198209745e-02
Nordeste;Acima de 100 mil;2020-04-16;570;28;23710294;2,40401911507297195;0,11809216705621617;4,37000000000000e+02;28,142857142857142;1,84308132155595e+00;1,18694678112625e-01
Norte;Menor que 10 mil;2020-04-16;0;0;802330;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Norte;10 a 20 mil;2020-04-16;14;0;1590778;0,88007251797548114;0,00000000000000000;5,57142857142857e+00;0,285714285714286;3,50232940826977e-01;1,79606636321527e-02
Norte;20 a 100 mil;2020-04-16;59;3;6486315;0,90960738107847061;0,04625122276670190;2,74285714285714e+01;1,714285714285714;4,22868322438417e-01;2,64292701524011e-02
Norte;Acima de 100 mil;2020-04-16;241;25;9551557;2,52314884369113868;0,26173743191816790;2,07714285714286e+02;14,714285714285714;2,17466414862295e+00;1,54051174214693e-01
Sudeste;Menor que 10 mil;2020-04-16;6;2;4034732;0,14870876182110732;0,04956958727370244;4,57142857142857e+00;0,571428571428571;1,13301913768463e-01;1,41627392210578e-02
Sudeste;10 a 20 mil;2020-04-16;20;1;5106410;0,39166459410818949;0,01958322970540947;7,14285714285714e+00;0,428571428571429;1,39880212181496e-01;8,39281273088978e-03
Sudeste;20 a 100 mil;2020-04-16;63;7;16484633;0,38217411330904366;0,04246379036767151;4,30000000000000e+01;3,428571428571428;2,60848997972839e-01;2,07985912004922e-02
Sudeste;Acima de 100 mil;2020-04-16;900;110;62745658;1,43436219921384844;0,17531093545947035;9,12000000000000e+02;77,714285714285708;1,45348702853670e+00;1,23856037519418e-01
Sul;Menor que 10 mil;2020-04-16;8;0;3174288;0,25202502104408925;0,00000000000000000;6,00000000000000e+00;0,285714285714286;1,89018765783067e-01;9,00089360871747e-03
Sul;10 a 20 mil;2020-04-16;4;2;3046519;0,13129739220402040;0,06564869610201020;5,71428571428571e+00;0,571428571428571;1,87567703148601e-01;1,87567703148601e-02
Sul;20 a 100 mil;2020-04-16;26;2;8902827;0,29204206708722968;0,02246477439132536;1,77142857142857e+01;1,714285714285714;1,98973716037453e-01;1,92555209068503e-02
Sul;Acima de 100 mil;2020-04-16;62;0;14852350;0,41744235760670872;0,00000000000000000;5,77142857142857e+01;2,714285714285714;3,88586895099333e-01;1,82751262546716e-02
Centro-Oeste;Menor que 10 mil;2020-04-17;0;0;1239413;0,00000000000000000;0,00000000000000000;1,00000000000000e+00;0,000000000000000;8,06833557498590e-02;0,00000000000000e+00
Centro-Oeste;10 a 20 mil;2020-04-17;4;0;1315431;0,30408284433010929;0,00000000000000000;2,00000000000000e+00;0,142857142857143;1,52041422165055e-01;1,08601015832182e-02
Centro-Oeste;20 a 100 mil;2020-04-17;7;0;3897639;0,17959590408449833;0,00000000000000000;4,71428571428571e+00;0,142857142857143;1,20952343567111e-01;3,66522253233670e-03
Centro-Oeste;Acima de 100 mil;2020-04-17;52;4;9844591;0,52820884077357810;0,04063144929027524;5,31428571428571e+01;3,142857142857143;5,39817826285085e-01;3,19247101566448e-02
Nordeste;Menor que 10 mil;2020-04-17;7;3;3502724;0,19984446390866081;0,08564762738942606;4,28571428571429e+00;0,857142857142857;1,22353753413466e-01;2,44707506826932e-02
Nordeste;10 a 20 mil;2020-04-17;12;0;8152742;0,14718974303369345;0,00000000000000000;7,28571428571429e+00;1,000000000000000;8,93652011275996e-02;1,22658119194745e-02
Nordeste;20 a 100 mil;2020-04-17;90;6;21705894;0,41463392385496767;0,02764226159033118;5,17142857142857e+01;5,285714285714286;2,38249968945235e-01;2,43515161629108e-02
Nordeste;Acima de 100 mil;2020-04-17;980;58;23710294;4,13322584696756579;0,24461948890216206;5,32000000000000e+02;33,285714285714285;2,24375117406811e+00;1,40385076143359e-01
Norte;Menor que 10 mil;2020-04-17;1;0;802330;0,12463699475278252;0,00000000000000000;2,85714285714286e-01;0,000000000000000;3,56105699293664e-02;0,00000000000000e+00
Norte;10 a 20 mil;2020-04-17;1;0;1590778;0,06286232271253436;0,00000000000000000;5,57142857142857e+00;0,142857142857143;3,50232940826977e-01;8,98033181607634e-03
Norte;20 a 100 mil;2020-04-17;20;0;6486315;0,30834148511134596;0,00000000000000000;2,72857142857143e+01;1,571428571428571;4,20665883259051e-01;2,42268309730343e-02
Norte;Acima de 100 mil;2020-04-17;227;27;9551557;2,37657588181696466;0,28267642647162133;2,13285714285714e+02;17,000000000000000;2,23299420487900e+00;1,77981453704354e-01
Sudeste;Menor que 10 mil;2020-04-17;8;1;4034732;0,19827834909480976;0,02478479363685122;4,85714285714286e+00;0,714285714285714;1,20383283378992e-01;1,77034240263223e-02
Sudeste;10 a 20 mil;2020-04-17;10;2;5106410;0,19583229705409474;0,03916645941081895;8,28571428571429e+00;0,714285714285714;1,62261046130536e-01;1,39880212181496e-02
Sudeste;20 a 100 mil;2020-04-17;63;6;16484633;0,38217411330904366;0,03639753460086130;4,64285714285714e+01;3,571428571428572;2,81647589173331e-01;2,16651991671793e-02
Sudeste;Acima de 100 mil;2020-04-17;1676;108;62745658;2,67110116209156656;0,17212346390566180;1,00457142857143e+03;83,428571428571431;1,60102142617012e+00;1,32963099101728e-01
Sul;Menor que 10 mil;2020-04-17;7;0;3174288;0,22052189341357811;0,00000000000000000;6,42857142857143e+00;0,285714285714286;2,02520106196143e-01;9,00089360871747e-03
Sul;10 a 20 mil;2020-04-17;6;1;3046519;0,19694608830603058;0,03282434805100510;4,85714285714286e+00;0,571428571428571;1,59432547676310e-01;1,87567703148601e-02
Sul;20 a 100 mil;2020-04-17;22;1;8902827;0,24711251830457898;0,01123238719566268;1,94285714285714e+01;1,857142857142857;2,18229236944304e-01;2,08601476490878e-02
Sul;Acima de 100 mil;2020-04-17;81;3;14852350;0,54536824138940976;0,02019882375516333;6,37142857142857e+01;2,857142857142857;4,28984542609659e-01;1,92369750049175e-02
Centro-Oeste;Menor que 10 mil;2020-04-18;4;0;1239413;0,32273342299943603;0,00000000000000000;1,42857142857143e+00;0,000000000000000;1,15261936785513e-01;0,00000000000000e+00
Centro-Oeste;10 a 20 mil;2020-04-18;0;0;1315431;0,00000000000000000;0,00000000000000000;1,71428571428571e+00;0,142857142857143;1,30321218998618e-01;1,08601015832182e-02
Centro-Oeste;20 a 100 mil;2020-04-18;5;0;3897639;0,12828278863178452;0,00000000000000000;4,85714285714286e+00;0,000000000000000;1,24617566099448e-01;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-04-18;97;2;9844591;0,98531264528917450;0,02031572464513762;5,98571428571429e+01;3,142857142857143;6,08020616165190e-01;3,19247101566448e-02
Nordeste;Menor que 10 mil;2020-04-18;11;3;3502724;0,31404130042789552;0,08564762738942606;5,71428571428571e+00;1,142857142857143;1,63138337884621e-01;3,26276675769242e-02
Nordeste;10 a 20 mil;2020-04-18;5;2;8152742;0,06132905959737227;0,02453162383894891;7,71428571428571e+00;1,285714285714286;9,46219776645172e-02;1,57703296107529e-02
Nordeste;20 a 100 mil;2020-04-18;69;10;21705894;0,31788600828880859;0,04607043598388530;5,62857142857143e+01;6,000000000000000;2,59310739680726e-01;2,76422615903312e-02
Nordeste;Acima de 100 mil;2020-04-18;847;44;23710294;3,57228805345053946;0,18557340537405398;6,05714285714286e+02;37,142857142857146;2,55464687917529e+00;1,56652874666409e-01
Norte;Menor que 10 mil;2020-04-18;0;0;802330;0,00000000000000000;0,00000000000000000;1,42857142857143e-01;0,000000000000000;1,78052849646832e-02;0,00000000000000e+00
Norte;10 a 20 mil;2020-04-18;2;0;1590778;0,12572464542506873;0,00000000000000000;5,42857142857143e+00;0,142857142857143;3,41252609010901e-01;8,98033181607634e-03
Norte;20 a 100 mil;2020-04-18;32;9;6486315;0,49334637617815352;0,13875366830010569;3,12857142857143e+01;2,714285714285714;4,82334180281320e-01;4,18463444079684e-02
Norte;Acima de 100 mil;2020-04-18;140;10;9551557;1,46572961874174013;0,10469497276726716;2,16428571428571e+02;17,428571428571427;2,26589833917728e+00;1,82468381108666e-01
Sudeste;Menor que 10 mil;2020-04-18;10;0;4034732;0,24784793636851221;0,00000000000000000;5,42857142857143e+00;0,571428571428571;1,34546022600049e-01;1,41627392210578e-02
Sudeste;10 a 20 mil;2020-04-18;8;-1;5106410;0,15666583764327580;-0,01958322970540947;8,42857142857143e+00;0,571428571428571;1,65058650374166e-01;1,11904169745197e-02
Sudeste;20 a 100 mil;2020-04-18;70;7;16484633;0,42463790367671517;0,04246379036767151;5,24285714285714e+01;4,571428571428571;3,18045123774193e-01;2,77314549339896e-02
Sudeste;Acima de 100 mil;2020-04-18;1340;109;62745658;2,13560594105172985;0,17371719968256608;1,13814285714286e+03;95,000000000000000;1,81389899065662e+00;1,51404898805906e-01
Sul;Menor que 10 mil;2020-04-18;10;0;3174288;0,31503127630511157;0,00000000000000000;7,85714285714286e+00;0,142857142857143;2,47524574239731e-01;4,50044680435874e-03
Sul;10 a 20 mil;2020-04-18;8;0;3046519;0,26259478440804079;0,00000000000000000;5,42857142857143e+00;0,571428571428571;1,78189317991171e-01;1,87567703148601e-02
Sul;20 a 100 mil;2020-04-18;31;2;8902827;0,34820400306554311;0,02246477439132536;2,28571428571429e+01;1,857142857142857;2,56740278758004e-01;2,08601476490878e-02
Sul;Acima de 100 mil;2020-04-18;58;4;14852350;0,39051059259982429;0,02693176500688443;6,52857142857143e+01;3,142857142857143;4,39564878862364e-01;2,11606725054092e-02
Centro-Oeste;Menor que 10 mil;2020-04-19;1;0;1239413;0,08068335574985901;0,00000000000000000;1,42857142857143e+00;0,000000000000000;1,15261936785513e-01;0,00000000000000e+00
Centro-Oeste;10 a 20 mil;2020-04-19;2;0;1315431;0,15204142216505465;0,00000000000000000;2,00000000000000e+00;0,142857142857143;1,52041422165055e-01;1,08601015832182e-02
Centro-Oeste;20 a 100 mil;2020-04-19;3;0;3897639;0,07696967317907072;0,00000000000000000;4,71428571428571e+00;0,000000000000000;1,20952343567111e-01;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-04-19;64;0;9844591;0,65010318864440386;0,00000000000000000;6,15714285714286e+01;2,571428571428572;6,25434094432451e-01;2,61202174008912e-02
Nordeste;Menor que 10 mil;2020-04-19;8;0;3502724;0,22839367303846950;0,00000000000000000;5,00000000000000e+00;1,000000000000000;1,42746045649043e-01;2,85492091298087e-02
Nordeste;10 a 20 mil;2020-04-19;16;1;8152742;0,19625299071159127;0,01226581191947445;8,85714285714286e+00;1,142857142857143;1,08640048429631e-01;1,40180707651137e-02
Nordeste;20 a 100 mil;2020-04-19;99;6;21705894;0,45609731624046446;0,02764226159033118;6,41428571428571e+01;6,285714285714286;2,95508939382350e-01;2,89585597612993e-02
Nordeste;Acima de 100 mil;2020-04-19;604;35;23710294;2,54741674649837746;0,14761520882027021;6,48428571428571e+02;40,000000000000000;2,73479768504166e+00;1,68703095794595e-01
Norte;Menor que 10 mil;2020-04-19;0;0;802330;0,00000000000000000;0,00000000000000000;1,42857142857143e-01;0,000000000000000;1,78052849646832e-02;0,00000000000000e+00
Norte;10 a 20 mil;2020-04-19;9;0;1590778;0,56576090441280935;0,00000000000000000;6,42857142857143e+00;0,142857142857143;4,04114931723435e-01;8,98033181607634e-03
Norte;20 a 100 mil;2020-04-19;71;-1;6486315;1,09461227214527823;-0,01541707425556730;3,68571428571429e+01;2,285714285714286;5,68229308276623e-01;3,52390268698681e-02
Norte;Acima de 100 mil;2020-04-19;203;23;9551557;2,12530794717552318;0,24079843736471446;2,16000000000000e+02;19,285714285714285;2,26141141177297e+00;2,01911733194015e-01
Sudeste;Menor que 10 mil;2020-04-19;8;1;4034732;0,19827834909480976;0,02478479363685122;6,28571428571429e+00;0,714285714285714;1,55790131431636e-01;1,77034240263223e-02
Sudeste;10 a 20 mil;2020-04-19;6;2;5106410;0,11749937823245685;0,03916645941081895;8,71428571428571e+00;0,714285714285714;1,70653858861425e-01;1,39880212181496e-02
Sudeste;20 a 100 mil;2020-04-19;41;0;16484633;0,24871648643921887;0,00000000000000000;5,40000000000000e+01;4,285714285714286;3,27577811407752e-01;2,59982390006152e-02
Sudeste;Acima de 100 mil;2020-04-19;621;40;62745658;0,98970991745755543;0,06374943107617104;1,13414285714286e+03;93,857142857142861;1,80752404754901e+00;1,49583486489444e-01
Sul;Menor que 10 mil;2020-04-19;8;2;3174288;0,25202502104408925;0,06300625526102231;7,14285714285714e+00;0,285714285714286;2,25022340217937e-01;9,00089360871747e-03
Sul;10 a 20 mil;2020-04-19;8;0;3046519;0,26259478440804079;0,00000000000000000;5,71428571428571e+00;0,571428571428571;1,87567703148601e-01;1,87567703148601e-02
Sul;20 a 100 mil;2020-04-19;30;2;8902827;0,33697161586988045;0,02246477439132536;2,22857142857143e+01;1,857142857142857;2,50321771789054e-01;2,08601476490878e-02
Sul;Acima de 100 mil;2020-04-19;61;4;14852350;0,41070941635498759;0,02693176500688443;6,48571428571429e+01;3,142857142857143;4,36679332611626e-01;2,11606725054092e-02
Centro-Oeste;Menor que 10 mil;2020-04-20;0;1;1239413;0,00000000000000000;0,08068335574985901;1,42857142857143e+00;0,142857142857143;1,15261936785513e-01;1,15261936785513e-02
Centro-Oeste;10 a 20 mil;2020-04-20;1;0;1315431;0,07602071108252732;0,00000000000000000;1,57142857142857e+00;0,000000000000000;1,19461117415400e-01;0,00000000000000e+00
Centro-Oeste;20 a 100 mil;2020-04-20;8;1;3897639;0,20525246181085524;0,02565655772635691;5,71428571428571e+00;0,142857142857143;1,46608901293468e-01;3,66522253233670e-03
Centro-Oeste;Acima de 100 mil;2020-04-20;45;0;9844591;0,45710380451559646;0,00000000000000000;6,17142857142857e+01;2,000000000000000;6,26885217621389e-01;2,03157246451376e-02
Nordeste;Menor que 10 mil;2020-04-20;9;0;3502724;0,25694288216827815;0,00000000000000000;5,71428571428571e+00;1,000000000000000;1,63138337884621e-01;2,85492091298087e-02
Nordeste;10 a 20 mil;2020-04-20;9;0;8152742;0,11039230727527009;0,00000000000000000;9,28571428571429e+00;1,000000000000000;1,13896824966549e-01;1,22658119194745e-02
Nordeste;20 a 100 mil;2020-04-20;66;4;21705894;0,30406487749364297;0,01842817439355412;6,72857142857143e+01;5,857142857142857;3,09988219263000e-01;2,69841125048471e-02
Nordeste;Acima de 100 mil;2020-04-20;622;46;23710294;2,62333313960594516;0,19400856016378371;6,68857142857143e+02;40,142857142857146;2,82095676610818e+00;1,69305606851004e-01
Norte;Menor que 10 mil;2020-04-20;0;0;802330;0,00000000000000000;0,00000000000000000;1,42857142857143e-01;0,000000000000000;1,78052849646832e-02;0,00000000000000e+00
Norte;10 a 20 mil;2020-04-20;6;0;1590778;0,37717393627520623;0,00000000000000000;6,57142857142857e+00;0,142857142857143;4,13095263539512e-01;8,98033181607634e-03
Norte;20 a 100 mil;2020-04-20;27;4;6486315;0,41626100490031703;0,06166829702226919;3,85714285714286e+01;2,857142857142857;5,94658578429024e-01;4,40487835873351e-02
Norte;Acima de 100 mil;2020-04-20;374;6;9551557;3,91559198149579180;0,06281698366036030;2,48000000000000e+02;18,571428571428573;2,59643532462823e+00;1,94433520853496e-01
Sudeste;Menor que 10 mil;2020-04-20;2;0;4034732;0,04956958727370244;0,00000000000000000;6,42857142857143e+00;0,714285714285714;1,59330816236901e-01;1,77034240263223e-02
Sudeste;10 a 20 mil;2020-04-20;6;0;5106410;0,11749937823245685;0,00000000000000000;9,14285714285714e+00;0,714285714285714;1,79046671592315e-01;1,39880212181496e-02
Sudeste;20 a 100 mil;2020-04-20;27;4;16484633;0,16378890570387586;0,02426502306724087;5,58571428571429e+01;4,714285714285714;3,38843714974685e-01;2,85980629006767e-02
Sudeste;Acima de 100 mil;2020-04-20;552;40;62745658;0,87974214885116031;0,06374943107617104;1,13771428571429e+03;94,285714285714292;1,81321596103795e+00;1,50266516108117e-01
Sul;Menor que 10 mil;2020-04-20;6;1;3174288;0,18901876578306695;0,03150312763051116;7,00000000000000e+00;0,428571428571429;2,20521893413578e-01;1,35013404130762e-02
