regiao;porte;data;casos;obitos;populacao_porte;incidencia;mortalidade;casos_media7;obitos_media7;incidencia_media7;mortalidade_media7
Sudeste;Acima de 100 mil;2020-02-25;1;0;62745658;0,00159373577690428;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-02-26;0;0;62745658;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-02-27;0;0;62745658;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-02-28;1;0;62745658;0,00159373577690428;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-02-29;0;0;62745658;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-01;0;0;62745658;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-02;0;0;62745658;0,00000000000000000;0,00000000000000000;2,85714285714286e-01;0,000000000000000;4,55353079115507e-04;0,00000000000000e+00
Sudeste;Acima de 100 mil;2020-03-03;0;0;62745658;0,00000000000000000;0,00000000000000000;1,42857142857143e-01;0,000000000000000;2,27676539557754e-04;0,00000000000000e+00
Sudeste;Acima de 100 mil;2020-03-04;1;0;62745658;0,00159373577690428;0,00000000000000000;2,85714285714286e-01;0,000000000000000;4,55353079115507e-04;0,00000000000000e+00
Sudeste;Acima de 100 mil;2020-03-05;4;0;62745658;0,00637494310761710;0,00000000000000000;8,57142857142857e-01;0,000000000000000;1,36605923734652e-03;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-06;1;0;23710294;0,00421757739486486;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-06;1;0;62745658;0,00159373577690428;0,00000000000000000;8,57142857142857e-01;0,000000000000000;1,36605923734652e-03;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-03-07;1;0;9844591;0,01015786232256881;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-07;1;0;23710294;0,00421757739486486;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-07;7;0;62745658;0,01115615043832993;0,00000000000000000;1,85714285714286e+00;0,000000000000000;2,95979501425080e-03;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-03-08;0;0;9844591;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-08;1;0;23710294;0,00421757739486486;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-08;5;0;62745658;0,00796867888452138;0,00000000000000000;2,57142857142857e+00;0,000000000000000;4,09817771203957e-03;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-03-09;0;0;9844591;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-09;0;0;23710294;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-09;0;0;62745658;0,00000000000000000;0,00000000000000000;2,57142857142857e+00;0,000000000000000;4,09817771203957e-03;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-03-10;0;0;9844591;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-10;0;0;23710294;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-10;3;0;62745658;0,00478120733071283;0,00000000000000000;3,00000000000000e+00;0,000000000000000;4,78120733071283e-03;0,00000000000000e+00
Sul;20 a 100 mil;2020-03-10;1;0;8902827;0,01123238719566268;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-11;1;0;9844591;0,01015786232256881;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-11;1;0;23710294;0,00421757739486486;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-11;11;0;62745658;0,01753109354594704;0,00000000000000000;4,42857142857143e+00;0,000000000000000;7,05797272629036e-03;0,00000000000000e+00
Sul;20 a 100 mil;2020-03-11;0;0;8902827;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;Acima de 100 mil;2020-03-11;1;0;14852350;0,00673294125172111;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-12;3;0;9844591;0,03047358696770643;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-12;3;0;23710294;0,01265273218459459;0,00000000000000000;1,00000000000000e+00;0,000000000000000;4,21757739486486e-03;0,00000000000000e+00
Sudeste;Acima de 100 mil;2020-03-12;29;0;62745658;0,04621833753022400;0,00000000000000000;8,00000000000000e+00;0,000000000000000;1,27498862152342e-02;0,00000000000000e+00
Sul;20 a 100 mil;2020-03-12;1;0;8902827;0,01123238719566268;0,00000000000000000;NA;NA;NA;NA
Sul;Acima de 100 mil;2020-03-12;9;0;14852350;0,06059647126548998;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-13;0;0;9844591;0,00000000000000000;0,00000000000000000;7,14285714285714e-01;0,000000000000000;7,25561594469201e-03;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-13;4;0;23710294;0,01687030957945945;0,00000000000000000;1,42857142857143e+00;0,000000000000000;6,02511056409266e-03;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-13;2;0;9551557;0,02093899455345343;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-13;0;0;62745658;0,00000000000000000;0,00000000000000000;7,85714285714286e+00;0,000000000000000;1,25222096756765e-02;0,00000000000000e+00
Sul;20 a 100 mil;2020-03-13;0;0;8902827;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;Acima de 100 mil;2020-03-13;1;0;14852350;0,00673294125172111;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-14;9;0;9844591;0,09142076090311929;0,00000000000000000;1,85714285714286e+00;0,000000000000000;1,88646014561992e-02;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-14;5;0;23710294;0,02108788697432432;0,00000000000000000;2,00000000000000e+00;0,000000000000000;8,43515478972973e-03;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-14;0;0;9551557;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;20 a 100 mil;2020-03-14;1;0;16484633;0,00606625576681022;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-14;20;0;62745658;0,03187471553808552;0,00000000000000000;9,71428571428571e+00;0,000000000000000;1,54820046899273e-02;0,00000000000000e+00
Sul;Menor que 10 mil;2020-03-14;2;0;3174288;0,06300625526102231;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-14;0;0;8902827;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;Acima de 100 mil;2020-03-14;0;0;14852350;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-15;6;0;9844591;0,06094717393541286;0,00000000000000000;2,71428571428571e+00;0,000000000000000;2,75713405898296e-02;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-15;3;0;23710294;0,01265273218459459;0,00000000000000000;2,28571428571429e+00;0,000000000000000;9,64017690254826e-03;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-15;0;0;9551557;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;20 a 100 mil;2020-03-15;0;0;16484633;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-15;9;0;62745658;0,01434362199213848;0,00000000000000000;1,02857142857143e+01;0,000000000000000;1,63927108481583e-02;0,00000000000000e+00
Sul;Menor que 10 mil;2020-03-15;0;0;3174288;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-15;1;0;8902827;0,01123238719566268;0,00000000000000000;NA;NA;NA;NA
Sul;Acima de 100 mil;2020-03-15;0;0;14852350;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-16;12;0;9844591;0,12189434787082572;0,00000000000000000;4,42857142857143e+00;0,000000000000000;4,49848188570904e-02;0,00000000000000e+00
Nordeste;20 a 100 mil;2020-03-16;1;0;21705894;0,00460704359838853;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-16;13;0;23710294;0,05482850613324322;0,00000000000000000;4,14285714285714e+00;0,000000000000000;1,74728206358687e-02;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-16;0;0;9551557;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;20 a 100 mil;2020-03-16;0;0;16484633;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-16;90;0;62745658;0,14343621992138483;0,00000000000000000;2,31428571428571e+01;0,000000000000000;3,68835994083561e-02;0,00000000000000e+00
Sul;Menor que 10 mil;2020-03-16;0;0;3174288;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-16;0;0;8902827;0,00000000000000000;0,00000000000000000;4,28571428571429e-01;0,000000000000000;4,81388022671258e-03;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-16;5;0;14852350;0,03366470625860554;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-17;3;0;9844591;0,03047358696770643;0,00000000000000000;4,85714285714286e+00;0,000000000000000;4,93381884239056e-02;0,00000000000000e+00
Nordeste;20 a 100 mil;2020-03-17;2;0;21705894;0,00921408719677706;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-17;12;0;23710294;0,05061092873837836;0,00000000000000000;5,85714285714286e+00;0,000000000000000;2,47029533127799e-02;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-17;3;0;9551557;0,03140849183018015;0,00000000000000000;NA;NA;NA;NA
Sudeste;20 a 100 mil;2020-03-17;1;0;16484633;0,00606625576681022;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-17;19;1;62745658;0,03028097976118124;0,00159373577690428;2,54285714285714e+01;0,142857142857143;4,05264240412802e-02;2,27676539557754e-04
Sul;Menor que 10 mil;2020-03-17;0;0;3174288;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-17;1;0;8902827;0,01123238719566268;0,00000000000000000;4,28571428571429e-01;0,000000000000000;4,81388022671258e-03;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-17;5;0;14852350;0,03366470625860554;0,00000000000000000;3,00000000000000e+00;0,000000000000000;2,01988237551633e-02;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-03-18;18;0;9844591;0,18284152180623858;0,00000000000000000;7,28571428571429e+00;0,000000000000000;7,40072826358585e-02;0,00000000000000e+00
Nordeste;20 a 100 mil;2020-03-18;1;0;21705894;0,00460704359838853;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-18;23;0;23710294;0,09700428008189185;0,00000000000000000;9,00000000000000e+00;0,000000000000000;3,79581965537838e-02;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-18;2;0;9551557;0,02093899455345343;0,00000000000000000;NA;NA;NA;NA
Sudeste;20 a 100 mil;2020-03-18;2;0;16484633;0,01213251153362043;0,00000000000000000;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-18;118;2;62745658;0,18806082167470456;0,00318747155380855;4,07142857142857e+01;0,428571428571429;6,48878137739598e-02;6,83029618673261e-04
Sul;Menor que 10 mil;2020-03-18;0;0;3174288;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-18;2;0;8902827;0,02246477439132536;0,00000000000000000;7,14285714285714e-01;0,000000000000000;8,02313371118763e-03;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-18;19;0;14852350;0,12792588378270106;0,00000000000000000;5,57142857142857e+00;0,000000000000000;3,75121012595890e-02;0,00000000000000e+00
Centro-Oeste;20 a 100 mil;2020-03-19;1;0;3897639;0,02565655772635691;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-19;11;0;9844591;0,11173648554825691;0,00000000000000000;8,42857142857143e+00;0,000000000000000;8,56162681473657e-02;0,00000000000000e+00
Nordeste;20 a 100 mil;2020-03-19;0;0;21705894;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-19;10;0;23710294;0,04217577394864863;0,00000000000000000;1,00000000000000e+01;0,000000000000000;4,21757739486486e-02;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-19;2;0;9551557;0,02093899455345343;0,00000000000000000;1,28571428571429e+00;0,000000000000000;1,34607822129343e-02;0,00000000000000e+00
Sudeste;20 a 100 mil;2020-03-19;3;1;16484633;0,01819876730043065;0,00606625576681022;NA;NA;NA;NA
Sudeste;Acima de 100 mil;2020-03-19;64;3;62745658;0,10199908972187366;0,00478120733071283;4,57142857142857e+01;0,857142857142857;7,28564926584812e-02;1,36605923734652e-03
Sul;Menor que 10 mil;2020-03-19;0;0;3174288;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-19;5;0;8902827;0,05616193597831341;0,00000000000000000;1,28571428571429e+00;0,000000000000000;1,44416406801377e-02;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-19;23;0;14852350;0,15485764878958549;0,00000000000000000;7,57142857142857e+00;0,000000000000000;5,09779837630312e-02;0,00000000000000e+00
Centro-Oeste;20 a 100 mil;2020-03-20;0;0;3897639;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-20;52;0;9844591;0,52820884077357810;0,00000000000000000;1,58571428571429e+01;0,000000000000000;1,61074673972163e-01;0,00000000000000e+00
Nordeste;10 a 20 mil;2020-03-20;1;0;8152742;0,01226581191947445;0,00000000000000000;NA;NA;NA;NA
Nordeste;20 a 100 mil;2020-03-20;1;0;21705894;0,00460704359838853;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-20;59;0;23710294;0,24883706629702693;0,00000000000000000;1,78571428571429e+01;0,000000000000000;7,53138820511583e-02;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-20;10;0;9551557;0,10469497276726716;0,00000000000000000;2,42857142857143e+00;0,000000000000000;2,54259219577649e-02;0,00000000000000e+00
Sudeste;20 a 100 mil;2020-03-20;3;0;16484633;0,01819876730043065;0,00000000000000000;1,42857142857143e+00;0,142857142857143;8,66607966687174e-03;8,66607966687174e-04
Sudeste;Acima de 100 mil;2020-03-20;64;4;62745658;0,10199908972187366;0,00637494310761710;5,48571428571429e+01;1,428571428571429;8,74277911901774e-02;2,27676539557754e-03
Sul;Menor que 10 mil;2020-03-20;0;0;3174288;0,00000000000000000;0,00000000000000000;2,85714285714286e-01;0,000000000000000;9,00089360871747e-03;0,00000000000000e+00
Sul;20 a 100 mil;2020-03-20;10;0;8902827;0,11232387195662681;0,00000000000000000;2,71428571428571e+00;0,000000000000000;3,04879081025130e-02;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-20;33;0;14852350;0,22218706130679658;0,00000000000000000;1,21428571428571e+01;0,000000000000000;8,17571437708992e-02;0,00000000000000e+00
Centro-Oeste;20 a 100 mil;2020-03-21;1;0;3897639;0,02565655772635691;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-21;24;0;9844591;0,24378869574165143;0,00000000000000000;1,80000000000000e+01;0,000000000000000;1,82841521806239e-01;0,00000000000000e+00
Nordeste;10 a 20 mil;2020-03-21;0;0;8152742;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;20 a 100 mil;2020-03-21;5;0;21705894;0,02303521799194265;0,00000000000000000;NA;NA;NA;NA
Nordeste;Acima de 100 mil;2020-03-21;39;0;23710294;0,16448551839972966;0,00000000000000000;2,27142857142857e+01;0,000000000000000;9,57992579690733e-02;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-21;13;0;9551557;0,13610346459744729;0,00000000000000000;4,28571428571429e+00;0,000000000000000;4,48692740431145e-02;0,00000000000000e+00
Sudeste;20 a 100 mil;2020-03-21;0;0;16484633;0,00000000000000000;0,00000000000000000;1,28571428571429e+00;0,142857142857143;7,79947170018456e-03;8,66607966687174e-04
Sudeste;Acima de 100 mil;2020-03-21;73;1;62745658;0,11634271171401214;0,00159373577690428;6,24285714285714e+01;1,571428571428571;9,94946477867384e-02;2,50444193513529e-03
Sul;Menor que 10 mil;2020-03-21;0;0;3174288;0,00000000000000000;0,00000000000000000;0,00000000000000e+00;0,000000000000000;0,00000000000000e+00;0,00000000000000e+00
Sul;10 a 20 mil;2020-03-21;2;0;3046519;0,06564869610201020;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-21;12;0;8902827;0,13478864634795218;0,00000000000000000;4,42857142857143e+00;0,000000000000000;4,97434290093633e-02;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-21;37;0;14852350;0,24911882631368101;0,00000000000000000;1,74285714285714e+01;0,000000000000000;1,17345547529996e-01;0,00000000000000e+00
Centro-Oeste;20 a 100 mil;2020-03-22;0;0;3897639;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-22;18;0;9844591;0,18284152180623858;0,00000000000000000;1,97142857142857e+01;0,000000000000000;2,00255000073499e-01;0,00000000000000e+00
Nordeste;10 a 20 mil;2020-03-22;0;0;8152742;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;20 a 100 mil;2020-03-22;2;0;21705894;0,00921408719677706;0,00000000000000000;1,71428571428571e+00;0,000000000000000;7,89778902580891e-03;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-22;63;0;23710294;0,26570737587648641;0,00000000000000000;3,12857142857143e+01;0,000000000000000;1,31949921353629e-01;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-22;20;0;9551557;0,20938994553453433;0,00000000000000000;7,14285714285714e+00;0,000000000000000;7,47821234051908e-02;0,00000000000000e+00
Sudeste;20 a 100 mil;2020-03-22;0;0;16484633;0,00000000000000000;0,00000000000000000;1,28571428571429e+00;0,142857142857143;7,79947170018456e-03;8,66607966687174e-04
Sudeste;Acima de 100 mil;2020-03-22;69;0;62745658;0,10996776860639504;0,00000000000000000;7,10000000000000e+01;1,571428571428571;1,13155240160204e-01;2,50444193513529e-03
Sul;Menor que 10 mil;2020-03-22;0;0;3174288;0,00000000000000000;0,00000000000000000;0,00000000000000e+00;0,000000000000000;0,00000000000000e+00;0,00000000000000e+00
Sul;10 a 20 mil;2020-03-22;0;0;3046519;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-22;6;0;8902827;0,06739432317397609;0,00000000000000000;5,14285714285714e+00;0,000000000000000;5,77665627205509e-02;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-22;19;0;14852350;0,12792588378270106;0,00000000000000000;2,01428571428571e+01;0,000000000000000;1,35620673784668e-01;0,00000000000000e+00
Centro-Oeste;20 a 100 mil;2020-03-23;0;0;3897639;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-23;28;0;9844591;0,28442014503192670;0,00000000000000000;2,20000000000000e+01;0,000000000000000;2,23472971096514e-01;0,00000000000000e+00
Nordeste;Menor que 10 mil;2020-03-23;1;0;3502724;0,02854920912980869;0,00000000000000000;NA;NA;NA;NA
Nordeste;10 a 20 mil;2020-03-23;0;0;8152742;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;20 a 100 mil;2020-03-23;2;0;21705894;0,00921408719677706;0,00000000000000000;1,85714285714286e+00;0,000000000000000;8,55593811129298e-03;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-23;56;0;23710294;0,23618433411243234;0,00000000000000000;3,74285714285714e+01;0,000000000000000;1,57857896779228e-01;0,00000000000000e+00
Norte;Acima de 100 mil;2020-03-23;15;0;9551557;0,15704245915090073;0,00000000000000000;9,28571428571429e+00;0,000000000000000;9,72167604267481e-02;0,00000000000000e+00
Sudeste;10 a 20 mil;2020-03-23;1;0;5106410;0,01958322970540947;0,00000000000000000;NA;NA;NA;NA
Sudeste;20 a 100 mil;2020-03-23;8;0;16484633;0,04853004613448173;0,00000000000000000;2,42857142857143e+00;0,142857142857143;1,47323354336820e-02;8,66607966687174e-04
Sudeste;Acima de 100 mil;2020-03-23;93;1;62745658;0,14821742725209766;0,00159373577690428;7,14285714285714e+01;1,714285714285714;1,13838269778877e-01;2,73211847469304e-03
Sul;Menor que 10 mil;2020-03-23;0;0;3174288;0,00000000000000000;0,00000000000000000;0,00000000000000e+00;0,000000000000000;0,00000000000000e+00;0,00000000000000e+00
Sul;10 a 20 mil;2020-03-23;3;0;3046519;0,09847304415301529;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-23;13;0;8902827;0,14602103354361484;0,00000000000000000;7,00000000000000e+00;0,000000000000000;7,86267103696388e-02;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-23;27;0;14852350;0,18178941379646993;0,00000000000000000;2,32857142857143e+01;0,000000000000000;1,56781346290077e-01;0,00000000000000e+00
Centro-Oeste;Menor que 10 mil;2020-03-24;1;0;1239413;0,08068335574985901;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;20 a 100 mil;2020-03-24;0;0;3897639;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;Acima de 100 mil;2020-03-24;32;0;9844591;0,32505159432220193;0,00000000000000000;2,61428571428571e+01;0,000000000000000;2,65555543575727e-01;0,00000000000000e+00
Nordeste;Menor que 10 mil;2020-03-24;0;0;3502724;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;10 a 20 mil;2020-03-24;0;0;8152742;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;20 a 100 mil;2020-03-24;2;0;21705894;0,00921408719677706;0,00000000000000000;1,85714285714286e+00;0,000000000000000;8,55593811129298e-03;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-24;43;0;23710294;0,18135582797918912;0,00000000000000000;4,18571428571429e+01;0,000000000000000;1,76535739527915e-01;0,00000000000000e+00
Norte;10 a 20 mil;2020-03-24;1;0;1590778;0,06286232271253436;0,00000000000000000;NA;NA;NA;NA
Norte;Acima de 100 mil;2020-03-24;26;1;9551557;0,27220692919489459;0,01046949727672672;1,25714285714286e+01;0,142857142857143;1,31616537193136e-01;1,49564246810382e-03
Sudeste;10 a 20 mil;2020-03-24;0;0;5106410;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;20 a 100 mil;2020-03-24;0;0;16484633;0,00000000000000000;0,00000000000000000;2,28571428571429e+00;0,142857142857143;1,38657274669948e-02;8,66607966687174e-04
Sudeste;Acima de 100 mil;2020-03-24;106;2;62745658;0,16893599235185325;0,00318747155380855;8,38571428571429e+01;1,857142857142857;1,33646128720401e-01;2,95979501425080e-03
Sul;Menor que 10 mil;2020-03-24;2;0;3174288;0,06300625526102231;0,00000000000000000;2,85714285714286e-01;0,000000000000000;9,00089360871747e-03;0,00000000000000e+00
Sul;10 a 20 mil;2020-03-24;1;0;3046519;0,03282434805100510;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-24;15;0;8902827;0,16848580793494022;0,00000000000000000;9,00000000000000e+00;0,000000000000000;1,01091484760964e-01;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-24;30;0;14852350;0,20198823755163325;0,00000000000000000;2,68571428571429e+01;0,000000000000000;1,80827565046224e-01;0,00000000000000e+00
Centro-Oeste;Menor que 10 mil;2020-03-25;0;0;1239413;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;20 a 100 mil;2020-03-25;1;0;3897639;0,02565655772635691;0,00000000000000000;4,28571428571429e-01;0,000000000000000;1,09956675970101e-02;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-03-25;38;0;9844591;0,38599876825761475;0,00000000000000000;2,90000000000000e+01;0,000000000000000;2,94578007354496e-01;0,00000000000000e+00
Nordeste;Menor que 10 mil;2020-03-25;1;0;3502724;0,02854920912980869;0,00000000000000000;NA;NA;NA;NA
Nordeste;10 a 20 mil;2020-03-25;0;0;8152742;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;20 a 100 mil;2020-03-25;2;0;21705894;0,00921408719677706;0,00000000000000000;2,00000000000000e+00;0,000000000000000;9,21408719677706e-03;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-25;43;1;23710294;0,18135582797918912;0,00421757739486486;4,47142857142857e+01;0,142857142857143;1,88585960656100e-01;6,02511056409266e-04
Norte;10 a 20 mil;2020-03-25;0;0;1590778;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Norte;Acima de 100 mil;2020-03-25;12;0;9551557;0,12563396732072060;0,00000000000000000;1,40000000000000e+01;0,142857142857143;1,46572961874174e-01;1,49564246810382e-03
Sudeste;10 a 20 mil;2020-03-25;0;0;5106410;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Sudeste;20 a 100 mil;2020-03-25;3;1;16484633;0,01819876730043065;0,00606625576681022;2,42857142857143e+00;0,285714285714286;1,47323354336820e-02;1,73321593337435e-03
Sudeste;Acima de 100 mil;2020-03-25;549;40;62745658;0,87496094152044757;0,06374943107617104;1,45428571428571e+02;7,285714285714286;2,31774717269793e-01;1,16115035174454e-02
Sul;Menor que 10 mil;2020-03-25;2;0;3174288;0,06300625526102231;0,00000000000000000;5,71428571428571e-01;0,000000000000000;1,80017872174349e-02;0,00000000000000e+00
Sul;10 a 20 mil;2020-03-25;6;0;3046519;0,19694608830603058;0,00000000000000000;NA;NA;NA;NA
Sul;20 a 100 mil;2020-03-25;7;0;8902827;0,07862671036963877;0,00000000000000000;9,71428571428571e+00;0,000000000000000;1,09114618472152e-01;0,00000000000000e+00
Sul;Acima de 100 mil;2020-03-25;68;1;14852350;0,45784000511703538;0,00673294125172111;3,38571428571429e+01;0,142857142857143;2,27958153808272e-01;9,61848750245873e-04
Centro-Oeste;Menor que 10 mil;2020-03-26;0;0;1239413;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Centro-Oeste;20 a 100 mil;2020-03-26;0;0;3897639;0,00000000000000000;0,00000000000000000;2,85714285714286e-01;0,000000000000000;7,33044506467340e-03;0,00000000000000e+00
Centro-Oeste;Acima de 100 mil;2020-03-26;-15;1;9844591;-0,15236793483853214;0,01015786232256881;2,52857142857143e+01;0,142857142857143;2,56848804442097e-01;1,45112318893840e-03
Nordeste;Menor que 10 mil;2020-03-26;0;0;3502724;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
Nordeste;10 a 20 mil;2020-03-26;0;0;8152742;0,00000000000000000;0,00000000000000000;1,42857142857143e-01;0,000000000000000;1,75225884563921e-03;0,00000000000000e+00
Nordeste;20 a 100 mil;2020-03-26;0;0;21705894;0,00000000000000000;0,00000000000000000;2,00000000000000e+00;0,000000000000000;9,21408719677706e-03;0,00000000000000e+00
Nordeste;Acima de 100 mil;2020-03-26;51;4;23710294;0,21509644713810802;0,01687030957945945;5,05714285714286e+01;0,714285714285714;2,13288913968880e-01;3,01255528204633e-03
Norte;10 a 20 mil;2020-03-26;0;0;1590778;0,00000000000000000;0,00000000000000000;NA;NA;NA;NA
