semana_epi;tipo_teste;uf;ultimo_dia_semana;testes_positivos;testes_negativos;testes_inconclusivos;testes_total;testes_com_resultado;testes_taxa_positivo
26;Teste rápido;CE;2020-06-27;14080;25576;0;39670;39656;0,3550534597538834
26;Teste rápido;DF;2020-06-27;4626;2793;2;7428;7421;0,6233661231639941
26;Teste rápido;ES;2020-06-27;231;686;0;917;917;0,2519083969465649
26;Teste rápido;GO;2020-06-27;4090;6225;2;10335;10317;0,3964330716293496
26;Teste rápido;MA;2020-06-27;10666;11247;4;21946;21917;0,4866541953734544
26;Teste rápido;MG;2020-06-27;8887;33339;2;42274;42228;0,2104527801458748
26;Teste rápido;MS;2020-06-27;1343;6324;0;7667;7667;0,1751662971175166
26;Teste rápido;MT;2020-06-27;2365;2108;0;4505;4473;0,5287279230941203
26;Teste rápido;PA;2020-06-27;10491;13247;3;23796;23741;0,4418937702708395
26;Teste rápido;PB;2020-06-27;6967;16763;3;23746;23733;0,2935574937850250
26;Teste rápido;PE;2020-06-27;4255;6779;0;11034;11034;0,3856262461482690
26;Teste rápido;PI;2020-06-27;6549;8666;0;15215;15215;0,4304304962208347
26;Teste rápido;PR;2020-06-27;326;1757;0;2083;2083;0,1565050408065290
26;Teste rápido;RJ;2020-06-27;11370;24241;2;35619;35613;0,3192654367787044
26;Teste rápido;RN;2020-06-27;4455;6492;0;10949;10947;0,4069608111811455
26;Teste rápido;RO;2020-06-27;2666;8346;0;11012;11012;0,2420995277878678
26;Teste rápido;RR;2020-06-27;3691;2929;0;6623;6620;0,5575528700906345
26;Teste rápido;RS;2020-06-27;3570;22860;0;26712;26430;0,1350737797956867
26;Teste rápido;SC;2020-06-27;5274;11497;3;16783;16774;0,3144151663288423
26;Teste rápido;SE;2020-06-27;2011;1913;0;3926;3924;0,5124872579001020
26;Teste rápido;SP;2020-06-27;4196;25732;0;29928;29928;0,1402031542368351
26;Teste rápido;TO;2020-06-27;1027;2243;0;3273;3270;0,3140672782874618
26;Teste rápido;NA;2020-06-27;59;87;0;146;146;0,4041095890410959
26;Outros;AC;2020-06-27;12;16;0;28;28;0,4285714285714285
26;Outros;AL;2020-06-27;81;85;1;168;167;0,4850299401197605
26;Outros;AM;2020-06-27;10;5;0;15;15;0,6666666666666666
26;Outros;AP;2020-06-27;1;0;0;1;1;1,0000000000000000
26;Outros;BA;2020-06-27;89;483;1;573;573;0,1553228621291448
26;Outros;CE;2020-06-27;17;6;0;23;23;0,7391304347826086
26;Outros;DF;2020-06-27;12;3;0;15;15;0,8000000000000000
26;Outros;ES;2020-06-27;0;28;0;28;28;0,0000000000000000
26;Outros;GO;2020-06-27;111;41;0;152;152;0,7302631578947368
26;Outros;MA;2020-06-27;193;241;0;434;434;0,4447004608294931
26;Outros;MG;2020-06-27;90;63;0;153;153;0,5882352941176471
26;Outros;MS;2020-06-27;20;16;0;36;36;0,5555555555555556
26;Outros;MT;2020-06-27;20;123;0;143;143;0,1398601398601399
26;Outros;PA;2020-06-27;144;125;0;269;269;0,5353159851301115
26;Outros;PB;2020-06-27;5;57;0;62;62;0,0806451612903226
26;Outros;PE;2020-06-27;14;5;0;19;19;0,7368421052631579
26;Outros;PI;2020-06-27;1;4;0;5;5;0,2000000000000000
26;Outros;PR;2020-06-27;1;5;0;6;6;0,1666666666666667
26;Outros;RJ;2020-06-27;97;16;0;113;113;0,8584070796460177
26;Outros;RN;2020-06-27;146;274;0;420;420;0,3476190476190476
26;Outros;RO;2020-06-27;4;1;0;5;5;0,8000000000000000
26;Outros;RR;2020-06-27;6;0;0;6;6;1,0000000000000000
26;Outros;RS;2020-06-27;10;59;0;69;69;0,1449275362318841
26;Outros;SC;2020-06-27;14;19;0;33;33;0,4242424242424243
26;Outros;SE;2020-06-27;9;6;0;16;15;0,6000000000000000
26;Outros;SP;2020-06-27;3;11;0;14;14;0,2142857142857143
26;Outros;TO;2020-06-27;34;69;0;103;103;0,3300970873786408
27;RT-PCR;AC;2020-07-04;668;617;0;1285;1285;0,5198443579766537
27;RT-PCR;AL;2020-07-04;330;180;1;516;511;0,6457925636007827
27;RT-PCR;AM;2020-07-04;553;680;2;1237;1235;0,4477732793522267
27;RT-PCR;AP;2020-07-04;215;226;6;450;447;0,4809843400447427
27;RT-PCR;BA;2020-07-04;8664;7613;13;16323;16290;0,5318600368324126
27;RT-PCR;CE;2020-07-04;960;1473;0;2440;2433;0,3945745992601726
27;RT-PCR;DF;2020-07-04;2235;1342;7;3620;3584;0,6236049107142857
27;RT-PCR;ES;2020-07-04;324;211;0;537;535;0,6056074766355141
27;RT-PCR;GO;2020-07-04;6072;6237;8;12346;12317;0,4929771860030852
27;RT-PCR;MA;2020-07-04;371;317;0;690;688;0,5392441860465116
27;RT-PCR;MG;2020-07-04;6037;3626;7;9783;9670;0,6243019648397105
27;RT-PCR;MS;2020-07-04;1530;3326;1;4857;4857;0,3150092649783817
27;RT-PCR;MT;2020-07-04;1445;1684;4;3192;3133;0,4612192786466646
27;RT-PCR;PA;2020-07-04;692;908;0;1609;1600;0,4325000000000000
27;RT-PCR;PB;2020-07-04;974;939;0;1915;1913;0,5091479351803450
27;RT-PCR;PE;2020-07-04;1462;2479;17;3999;3958;0,3693784739767559
27;RT-PCR;PI;2020-07-04;800;338;0;1138;1138;0,7029876977152900
27;RT-PCR;PR;2020-07-04;292;195;0;487;487;0,5995893223819302
27;RT-PCR;RJ;2020-07-04;3499;2387;0;5955;5886;0,5944614339109752
27;RT-PCR;RN;2020-07-04;2420;2680;0;5102;5100;0,4745098039215686
27;RT-PCR;RO;2020-07-04;1433;1023;3;2460;2459;0,5827572183814559
27;RT-PCR;RR;2020-07-04;383;405;0;789;788;0,4860406091370558
27;RT-PCR;RS;2020-07-04;3908;9367;2;13800;13277;0,2943436017172554
27;RT-PCR;SC;2020-07-04;6678;6934;3;13708;13615;0,4904884318766067
27;RT-PCR;SE;2020-07-04;2080;418;1;2549;2499;0,8323329331732693
27;RT-PCR;SP;2020-07-04;288;568;1;860;857;0,3360560093348892
27;RT-PCR;TO;2020-07-04;1299;1428;1;2731;2728;0,4761730205278593
27;RT-PCR;NA;2020-07-04;14;12;0;26;26;0,5384615384615384
27;Teste rápido;AC;2020-07-04;742;1457;0;2199;2199;0,3374261027739882
27;Teste rápido;AL;2020-07-04;6101;6022;0;12162;12123;0,5032582694052627
27;Teste rápido;AM;2020-07-04;6481;8079;14;14584;14574;0,4446960340332098
27;Teste rápido;AP;2020-07-04;1598;1692;0;3296;3290;0,4857142857142857
27;Teste rápido;BA;2020-07-04;10899;28721;2;39630;39622;0,2750744535863914
27;Teste rápido;CE;2020-07-04;14407;26477;0;40892;40884;0,3523872419528422
27;Teste rápido;DF;2020-07-04;4252;3645;0;7913;7897;0,5384323160693935
27;Teste rápido;ES;2020-07-04;331;1198;0;1529;1529;0,2164813603662525
27;Teste rápido;GO;2020-07-04;4558;7985;5;12574;12548;0,3632451386675167
27;Teste rápido;MA;2020-07-04;9345;9154;1;18532;18500;0,5051351351351351
27;Teste rápido;MG;2020-07-04;10657;44806;0;55498;55463;0,1921461154283036
27;Teste rápido;MS;2020-07-04;1586;7666;1;9253;9253;0,1714038690154545
27;Teste rápido;MT;2020-07-04;2891;2279;2;5239;5172;0,5589713843774169
27;Teste rápido;PA;2020-07-04;9562;13285;0;22953;22847;0,4185232196787325
27;Teste rápido;PB;2020-07-04;7859;19176;0;27047;27035;0,2906972443129277
27;Teste rápido;PE;2020-07-04;5497;10546;0;16046;16043;0,3426416505641089
27;Teste rápido;PI;2020-07-04;7067;9412;0;16482;16479;0,4288488379149220
27;Teste rápido;PR;2020-07-04;481;2784;0;3265;3265;0,1473200612557427
27;Teste rápido;RJ;2020-07-04;10402;27355;1;37787;37758;0,2754912866147571
27;Teste rápido;RN;2020-07-04;3946;6161;1;10109;10108;0,3903838543727741
27;Teste rápido;RO;2020-07-04;2566;7380;0;9946;9946;0,2579931630806354
27;Teste rápido;RR;2020-07-04;3374;3149;0;6527;6523;0,5172466656446421
27;Teste rápido;RS;2020-07-04;3959;25121;2;29348;29082;0,1361323155216285
27;Teste rápido;SC;2020-07-04;7232;12075;8;19323;19315;0,3744240227802226
27;Teste rápido;SE;2020-07-04;2797;2356;1;5155;5154;0,5426852929763291
27;Teste rápido;SP;2020-07-04;4624;69889;0;74514;74513;0,0620562854803860
27;Teste rápido;TO;2020-07-04;1148;2693;0;3841;3841;0,2988804998698256
27;Teste rápido;NA;2020-07-04;122;287;0;409;409;0,2982885085574572
27;Outros;AC;2020-07-04;52;96;0;148;148;0,3513513513513514
27;Outros;AL;2020-07-04;348;422;0;770;770;0,4519480519480519
27;Outros;AM;2020-07-04;45;23;0;68;68;0,6617647058823529
27;Outros;BA;2020-07-04;229;516;3;748;748;0,3061497326203209
27;Outros;CE;2020-07-04;81;91;0;172;172;0,4709302325581395
27;Outros;DF;2020-07-04;44;49;0;93;93;0,4731182795698925
27;Outros;ES;2020-07-04;2;34;0;36;36;0,0555555555555556
27;Outros;GO;2020-07-04;221;116;0;337;337;0,6557863501483679
27;Outros;MA;2020-07-04;149;73;0;222;222;0,6711711711711712
27;Outros;MG;2020-07-04;287;232;0;519;519;0,5529865125240848
27;Outros;MS;2020-07-04;38;132;1;171;171;0,2222222222222222
27;Outros;MT;2020-07-04;115;84;0;199;199;0,5778894472361809
27;Outros;PA;2020-07-04;192;241;0;433;433;0,4434180138568130
27;Outros;PB;2020-07-04;129;109;0;240;238;0,5420168067226890
27;Outros;PE;2020-07-04;219;54;0;273;273;0,8021978021978022
27;Outros;PI;2020-07-04;20;8;0;28;28;0,7142857142857143
27;Outros;PR;2020-07-04;7;8;0;15;15;0,4666666666666667
27;Outros;RJ;2020-07-04;449;40;0;489;489;0,9182004089979550
27;Outros;RN;2020-07-04;248;425;0;673;673;0,3684992570579495
27;Outros;RO;2020-07-04;24;29;0;53;53;0,4528301886792453
27;Outros;RR;2020-07-04;15;2;0;17;17;0,8823529411764706
27;Outros;RS;2020-07-04;125;258;0;383;383;0,3263707571801567
27;Outros;SC;2020-07-04;79;247;0;326;326;0,2423312883435583
27;Outros;SE;2020-07-04;47;111;0;158;158;0,2974683544303797
27;Outros;SP;2020-07-04;8;35;0;43;43;0,1860465116279070
27;Outros;TO;2020-07-04;49;35;0;84;84;0,5833333333333334
27;Outros;NA;2020-07-04;1;1;0;2;2;0,5000000000000000
28;RT-PCR;AC;2020-07-11;650;693;0;1344;1343;0,4839910647803425
28;RT-PCR;AL;2020-07-11;309;189;0;505;498;0,6204819277108434
28;RT-PCR;AM;2020-07-11;529;606;1;1141;1136;0,4656690140845071
28;RT-PCR;AP;2020-07-11;138;265;1;406;404;0,3415841584158416
28;RT-PCR;BA;2020-07-11;8595;8415;7;17128;17017;0,5050831521419756
28;RT-PCR;CE;2020-07-11;1103;1583;1;2694;2687;0,4104949758094529
28;RT-PCR;DF;2020-07-11;2290;1094;6;3440;3390;0,6755162241887905
28;RT-PCR;ES;2020-07-11;330;249;0;581;579;0,5699481865284974
28;RT-PCR;GO;2020-07-11;7467;6866;5;14385;14338;0,5207839308132236
28;RT-PCR;MA;2020-07-11;339;315;0;659;654;0,5183486238532110
28;RT-PCR;MG;2020-07-11;6129;4953;3;11269;11085;0,5529093369418132
28;RT-PCR;MS;2020-07-11;1764;3539;11;5314;5314;0,3319533308242378
28;RT-PCR;MT;2020-07-11;1523;2097;8;3687;3628;0,4197905181918412
28;RT-PCR;PA;2020-07-11;655;972;1;1643;1628;0,4023341523341523
28;RT-PCR;PB;2020-07-11;663;869;0;1535;1532;0,4327676240208878
28;RT-PCR;PE;2020-07-11;1955;2285;38;4300;4278;0,4569892473118279
28;RT-PCR;PI;2020-07-11;977;294;0;1274;1271;0,7686860739575138
28;RT-PCR;PR;2020-07-11;142;143;0;287;285;0,4982456140350877
28;RT-PCR;RJ;2020-07-11;3337;2555;2;5904;5894;0,5661689854088904
28;RT-PCR;RN;2020-07-11;1766;2335;0;4111;4101;0,4306266764203853
28;RT-PCR;RO;2020-07-11;1856;1277;3;3137;3136;0,5918367346938775
28;RT-PCR;RR;2020-07-11;326;358;0;685;684;0,4766081871345029
28;RT-PCR;RS;2020-07-11;5264;12140;0;17912;17404;0,3024592047805102
28;RT-PCR;SC;2020-07-11;11015;8619;2;19661;19636;0,5609594622122632
28;RT-PCR;SE;2020-07-11;1988;505;1;2498;2494;0,7971130713712911
28;RT-PCR;SP;2020-07-11;203;174;0;382;377;0,5384615384615384
28;RT-PCR;TO;2020-07-11;1444;1507;1;2955;2952;0,4891598915989160
28;RT-PCR;NA;2020-07-11;12;7;0;20;19;0,6315789473684210
28;Teste rápido;AC;2020-07-11;897;1405;0;2302;2302;0,3896611642050391
28;Teste rápido;AL;2020-07-11;5281;5054;0;10356;10335;0,5109820996613449
28;Teste rápido;AM;2020-07-11;6298;9227;11;15539;15536;0,4053810504634398
28;Teste rápido;AP;2020-07-11;1471;2016;0;3488;3487;0,4218525953541726
28;Teste rápido;BA;2020-07-11;11936;26860;2;38822;38798;0,3076447239548430
28;Teste rápido;CE;2020-07-11;13910;22803;0;36725;36713;0,3788848636722687
28;Teste rápido;DF;2020-07-11;2411;3309;0;5732;5720;0,4215034965034965
28;Teste rápido;ES;2020-07-11;267;748;0;1015;1015;0,2630541871921182
28;Teste rápido;GO;2020-07-11;5003;7948;3;13134;12954;0,3862127528176625
28;Teste rápido;MA;2020-07-11;8285;9050;1;17353;17336;0,4779072450392247
28;Teste rápido;MG;2020-07-11;11124;47422;3;58574;58549;0,1899947052895865
28;Teste rápido;MS;2020-07-11;1686;8929;0;10617;10615;0,1588318417333962
28;Teste rápido;MT;2020-07-11;3284;2504;4;5862;5792;0,5669889502762431
28;Teste rápido;PA;2020-07-11;8291;12941;6;21332;21238;0,3903851586778416
28;Teste rápido;PB;2020-07-11;6943;17689;1;24645;24633;0,2818576706044737
28;Teste rápido;PE;2020-07-11;5242;11347;0;16591;16589;0,3159925251672795
28;Teste rápido;PI;2020-07-11;7658;9656;0;17319;17314;0,4423010280697701
28;Teste rápido;PR;2020-07-11;483;2553;0;3042;3036;0,1590909090909091
28;Teste rápido;RJ;2020-07-11;8845;25270;3;34211;34118;0,2592473181311917
28;Teste rápido;RN;2020-07-11;4129;7092;0;11223;11221;0,3679707690936637
28;Teste rápido;RO;2020-07-11;2444;6227;1;8674;8672;0,2818265682656826
28;Teste rápido;RR;2020-07-11;3270;3127;0;6398;6397;0,5111771142723152
28;Teste rápido;RS;2020-07-11;5241;29775;0;35882;35016;0,1496744345442084
28;Teste rápido;SC;2020-07-11;8941;14718;10;23723;23669;0,3777514892897884
28;Teste rápido;SE;2020-07-11;3828;3224;0;7053;7052;0,5428247305728872
28;Teste rápido;SP;2020-07-11;1266;6422;0;7691;7688;0,1646722164412071
28;Teste rápido;TO;2020-07-11;1216;2968;3;4192;4187;0,2904227370432290
28;Teste rápido;NA;2020-07-11;106;239;0;345;345;0,3072463768115942
28;Outros;AC;2020-07-11;134;142;0;276;276;0,4855072463768116
28;Outros;AL;2020-07-11;592;638;0;1230;1230;0,4813008130081301
28;Outros;AM;2020-07-11;95;28;0;123;123;0,7723577235772358
28;Outros;AP;2020-07-11;3;0;0;3;3;1,0000000000000000
28;Outros;BA;2020-07-11;316;816;1;1133;1133;0,2789055604589585
28;Outros;CE;2020-07-11;127;68;0;195;195;0,6512820512820513
28;Outros;DF;2020-07-11;54;75;0;129;129;0,4186046511627907
28;Outros;ES;2020-07-11;9;48;0;57;57;0,1578947368421053
28;Outros;GO;2020-07-11;354;168;0;522;522;0,6781609195402298
28;Outros;MA;2020-07-11;187;165;0;352;352;0,5312500000000000
28;Outros;MG;2020-07-11;424;396;0;820;820;0,5170731707317073
28;Outros;MS;2020-07-11;117;469;0;589;586;0,1996587030716724
28;Outros;MT;2020-07-11;85;26;0;111;111;0,7657657657657657
28;Outros;PA;2020-07-11;120;118;0;239;238;0,5042016806722689
28;Outros;PB;2020-07-11;116;77;0;195;193;0,6010362694300518
28;Outros;PE;2020-07-11;255;95;0;350;350;0,7285714285714285
28;Outros;PI;2020-07-11;30;1;0;31;31;0,9677419354838710
28;Outros;PR;2020-07-11;6;38;0;44;44;0,1363636363636364
28;Outros;RJ;2020-07-11;550;46;0;596;596;0,9228187919463087
28;Outros;RN;2020-07-11;363;718;0;1081;1081;0,3358001850138760
28;Outros;RO;2020-07-11;85;37;0;122;122;0,6967213114754098
28;Outros;RR;2020-07-11;3;2;0;5;5;0,6000000000000000
28;Outros;RS;2020-07-11;222;731;0;953;953;0,2329485834207765
28;Outros;SC;2020-07-11;133;759;0;892;892;0,1491031390134529
28;Outros;SE;2020-07-11;99;258;1;359;358;0,2765363128491620
28;Outros;SP;2020-07-11;12;20;0;32;32;0,3750000000000000
28;Outros;TO;2020-07-11;45;9;0;54;54;0,8333333333333334
28;Outros;NA;2020-07-11;0;2;0;2;2;0,0000000000000000
29;RT-PCR;AC;2020-07-18;532;608;0;1141;1140;0,4666666666666667
29;RT-PCR;AL;2020-07-18;281;175;1;472;457;0,6148796498905909
29;RT-PCR;AM;2020-07-18;403;676;1;1088;1080;0,3731481481481482
29;RT-PCR;AP;2020-07-18;137;216;4;358;357;0,3837535014005602
29;RT-PCR;BA;2020-07-18;7633;8330;6;15987;15969;0,4779886029181539
29;RT-PCR;CE;2020-07-18;1001;2044;0;3051;3045;0,3287356321839081
29;RT-PCR;DF;2020-07-18;2336;1139;2;3528;3477;0,6718435432844406
29;RT-PCR;ES;2020-07-18;313;467;0;782;780;0,4012820512820513
29;RT-PCR;GO;2020-07-18;6538;5158;8;11740;11704;0,5586124401913876
29;RT-PCR;MA;2020-07-18;223;239;0;468;462;0,4826839826839827
29;RT-PCR;MG;2020-07-18;5013;4853;7;10031;9873;0,5077484047402006
29;RT-PCR;MS;2020-07-18;2282;4687;1;6970;6970;0,3274031563845050
29;RT-PCR;MT;2020-07-18;1145;1874;5;3117;3024;0,3786375661375662
29;RT-PCR;PA;2020-07-18;590;926;0;1523;1516;0,3891820580474934
29;RT-PCR;PB;2020-07-18;538;647;0;1188;1185;0,4540084388185654
29;RT-PCR;PE;2020-07-18;2160;2661;42;4894;4863;0,4441702652683528
29;RT-PCR;PI;2020-07-18;748;298;0;1056;1046;0,7151051625239006
29;RT-PCR;PR;2020-07-18;178;217;0;397;395;0,4506329113924051
29;RT-PCR;RJ;2020-07-18;2607;2363;4;4983;4974;0,5241254523522316
29;RT-PCR;RN;2020-07-18;1141;1968;0;3113;3109;0,3669990350595047
29;RT-PCR;RO;2020-07-18;1728;984;1;2716;2713;0,6369332841872466
29;RT-PCR;RR;2020-07-18;211;287;0;498;498;0,4236947791164659
29;RT-PCR;RS;2020-07-18;6015;13526;2;19939;19543;0,3077828378447526
29;RT-PCR;SC;2020-07-18;12834;9116;2;21976;21952;0,5846392128279884
29;RT-PCR;SE;2020-07-18;2079;508;0;2589;2587;0,8036335523772710
29;RT-PCR;SP;2020-07-18;212;316;0;533;528;0,4015151515151515
29;RT-PCR;TO;2020-07-18;1445;1249;0;2698;2694;0,5363771343726800
29;RT-PCR;NA;2020-07-18;15;12;0;27;27;0,5555555555555556
29;Teste rápido;AC;2020-07-18;680;1413;0;2093;2093;0,3248924988055423
29;Teste rápido;AL;2020-07-18;4793;4952;0;9759;9745;0,4918419702411493
29;Teste rápido;AM;2020-07-18;6143;8779;34;14965;14956;0,4107381652848355
29;Teste rápido;AP;2020-07-18;1767;2087;0;3856;3854;0,4584846912298910
29;Teste rápido;BA;2020-07-18;12887;26949;2;39884;39838;0,3234851147145941
29;Teste rápido;CE;2020-07-18;12004;20507;0;32531;32511;0,3692288763803021
29;Teste rápido;DF;2020-07-18;1845;2365;1;4223;4211;0,4381382094514367
29;Teste rápido;ES;2020-07-18;418;1911;0;2335;2329;0,1794761700300558
29;Teste rápido;GO;2020-07-18;5196;7984;1;13211;13181;0,3942037781655413
29;Teste rápido;MA;2020-07-18;8118;7971;0;16112;16089;0,5045683386164460
29;Teste rápido;MG;2020-07-18;12261;52704;7;65046;64972;0,1887120605799421
29;Teste rápido;MS;2020-07-18;1511;7438;0;8949;8949;0,1688456810816851
29;Teste rápido;MT;2020-07-18;3327;2735;1;6174;6063;0,5487382483918852
29;Teste rápido;PA;2020-07-18;7430;11179;0;18687;18609;0,3992691708313182
29;Teste rápido;PB;2020-07-18;6720;14009;3;20760;20732;0,3241366004244646
29;Teste rápido;PE;2020-07-18;5342;10934;1;16284;16277;0,3281931559869755
29;Teste rápido;PI;2020-07-18;8172;10018;0;18192;18190;0,4492578339747114
29;Teste rápido;PR;2020-07-18;668;3775;0;4456;4443;0,1503488633805987
29;Teste rápido;RJ;2020-07-18;7514;19451;1;27022;26966;0,2786471853445079
29;Teste rápido;RN;2020-07-18;3668;6624;2;10295;10294;0,3563240722751117
29;Teste rápido;RO;2020-07-18;1816;4756;0;6577;6572;0,2763237979306147
29;Teste rápido;RR;2020-07-18;3222;2847;0;6069;6069;0,5308947108255067
29;Teste rápido;RS;2020-07-18;5472;30529;0;38510;36001;0,1519957778950585
29;Teste rápido;SC;2020-07-18;11491;15684;7;27298;27182;0,4227429916856744
29;Teste rápido;SE;2020-07-18;3888;2641;0;6533;6529;0,5954970133251647
29;Teste rápido;SP;2020-07-18;3045;11255;0;14320;14300;0,2129370629370629
29;Teste rápido;TO;2020-07-18;1358;2624;0;4001;3982;0,3410346559517830
29;Teste rápido;NA;2020-07-18;161;332;0;493;493;0,3265720081135903
29;Outros;AC;2020-07-18;27;35;0;62;62;0,4354838709677419
29;Outros;AL;2020-07-18;546;655;0;1202;1201;0,4546211490424646
29;Outros;AM;2020-07-18;212;20;0;232;232;0,9137931034482759
29;Outros;AP;2020-07-18;1;0;0;1;1;1,0000000000000000
29;Outros;BA;2020-07-18;482;777;0;1259;1259;0,3828435266084194
29;Outros;CE;2020-07-18;112;108;0;220;220;0,5090909090909090
29;Outros;DF;2020-07-18;92;28;0;120;120;0,7666666666666667
29;Outros;ES;2020-07-18;12;17;0;29;29;0,4137931034482759
29;Outros;GO;2020-07-18;412;155;0;567;567;0,7266313932980599
29;Outros;MA;2020-07-18;136;168;0;304;304;0,4473684210526316
29;Outros;MG;2020-07-18;533;579;0;1113;1112;0,4793165467625899
29;Outros;MS;2020-07-18;272;691;0;963;963;0,2824506749740395
29;Outros;MT;2020-07-18;114;50;0;164;164;0,6951219512195121
29;Outros;PA;2020-07-18;107;111;0;218;218;0,4908256880733945
29;Outros;PB;2020-07-18;233;160;0;396;393;0,5928753180661578
29;Outros;PE;2020-07-18;244;151;0;395;395;0,6177215189873417
29;Outros;PI;2020-07-18;63;24;1;88;88;0,7159090909090909
29;Outros;PR;2020-07-18;15;68;0;83;83;0,1807228915662651
29;Outros;RJ;2020-07-18;404;53;0;457;457;0,8840262582056893
29;Outros;RN;2020-07-18;504;867;0;1371;1371;0,3676148796498906
29;Outros;RO;2020-07-18;33;22;0;55;55;0,6000000000000000
29;Outros;RR;2020-07-18;28;1;0;29;29;0,9655172413793104
29;Outros;RS;2020-07-18;232;765;0;997;997;0,2326980942828485
29;Outros;SC;2020-07-18;228;996;0;1225;1224;0,1862745098039216
29;Outros;SE;2020-07-18;122;188;0;310;310;0,3935483870967742
29;Outros;SP;2020-07-18;27;87;0;114;114;0,2368421052631579
29;Outros;TO;2020-07-18;28;25;0;53;53;0,5283018867924528
29;Outros;NA;2020-07-18;4;2;0;6;6;0,6666666666666666
30;RT-PCR;AC;2020-07-25;487;536;0;1026;1023;0,4760508308895406
30;RT-PCR;AL;2020-07-25;383;280;0;679;663;0,5776772247360482
30;RT-PCR;AM;2020-07-25;541;765;0;1317;1306;0,4142419601837672
30;RT-PCR;AP;2020-07-25;93;234;1;334;328;0,2835365853658536
30;RT-PCR;BA;2020-07-25;8912;10838;9;19770;19759;0,4510349714054355
30;RT-PCR;CE;2020-07-25;1651;2524;1;4182;4176;0,3953544061302682
30;RT-PCR;DF;2020-07-25;2798;1050;15;3911;3863;0,7243075330054362
30;RT-PCR;ES;2020-07-25;474;382;0;856;856;0,5537383177570093
30;RT-PCR;GO;2020-07-25;8115;5970;20;14195;14105;0,5753278979085431
30;RT-PCR;MA;2020-07-25;231;380;0;614;611;0,3780687397708674
30;RT-PCR;MG;2020-07-25;6267;4959;17;11396;11243;0,5574135017344125
30;RT-PCR;MS;2020-07-25;2667;5598;2;8267;8267;0,3226079593564776
30;RT-PCR;MT;2020-07-25;1541;1481;4;3102;3026;0,5092531394580304
30;RT-PCR;PA;2020-07-25;794;911;0;1738;1705;0,4656891495601173
30;RT-PCR;PB;2020-07-25;680;877;0;1563;1557;0,4367373153500321
30;RT-PCR;PE;2020-07-25;3251;4648;35;7989;7934;0,4097554827325435
30;RT-PCR;PI;2020-07-25;681;595;0;1280;1276;0,5336990595611285
30;RT-PCR;PR;2020-07-25;298;357;0;656;655;0,4549618320610687
30;RT-PCR;RJ;2020-07-25;3256;3005;5;6276;6266;0,5196297478455155
30;RT-PCR;RN;2020-07-25;1162;2020;0;3187;3182;0,3651791326209931
30;RT-PCR;RO;2020-07-25;2275;1376;1;3654;3652;0,6229463307776560
30;RT-PCR;RR;2020-07-25;153;329;0;482;482;0,3174273858921162
30;RT-PCR;RS;2020-07-25;8163;17921;3;26483;26087;0,3129144784758692
30;RT-PCR;SC;2020-07-25;17474;14674;4;32210;32152;0,5434809654142821
30;RT-PCR;SE;2020-07-25;2216;1055;2;3279;3273;0,6770546898869538
30;RT-PCR;SP;2020-07-25;223;324;0;551;547;0,4076782449725777
30;RT-PCR;TO;2020-07-25;1887;1465;0;3353;3352;0,5629474940334129
30;RT-PCR;NA;2020-07-25;12;16;0;28;28;0,4285714285714285
30;Teste rápido;AC;2020-07-25;870;1219;0;2089;2089;0,4164672091910005
30;Teste rápido;AL;2020-07-25;5515;4750;0;10276;10265;0,5372625426205553
30;Teste rápido;AM;2020-07-25;5440;7869;20;13330;13329;0,4081326431090104
30;Teste rápido;AP;2020-07-25;1317;1493;0;2816;2810;0,4686832740213523
30;Teste rápido;BA;2020-07-25;14022;25641;5;39719;39668;0,3534839165070082
30;Teste rápido;CE;2020-07-25;11824;19653;0;31496;31477;0,3756393557200496
30;Teste rápido;DF;2020-07-25;2052;2037;2;4100;4091;0,5015888535810316
30;Teste rápido;ES;2020-07-25;192;300;0;494;492;0,3902439024390244
30;Teste rápido;GO;2020-07-25;5576;7502;1;13096;13079;0,4263322884012539
30;Teste rápido;MA;2020-07-25;8190;7540;0;15760;15730;0,5206611570247934
30;Teste rápido;MG;2020-07-25;11606;33759;5;45439;45370;0,2558078025126736
30;Teste rápido;MS;2020-07-25;2027;10832;0;12859;12859;0,1576327863753013
30;Teste rápido;MT;2020-07-25;3406;3080;1;6554;6487;0,5250501002004008
30;Teste rápido;PA;2020-07-25;7195;9002;1;16282;16198;0,4441906408198543
30;Teste rápido;PB;2020-07-25;7029;16458;1;23504;23488;0,2992591961852861
30;Teste rápido;PE;2020-07-25;5827;12922;1;18760;18750;0,3107733333333333
30;Teste rápido;PI;2020-07-25;8266;12006;1;20285;20273;0,4077344250974202
30;Teste rápido;PR;2020-07-25;379;1409;0;1795;1788;0,2119686800894855
30;Teste rápido;RJ;2020-07-25;9342;20447;1;29840;29790;0,3135951661631420
30;Teste rápido;RN;2020-07-25;3639;6350;0;9991;9989;0,3643007308038843
30;Teste rápido;RO;2020-07-25;1984;4338;0;6323;6322;0,3138247390066435
30;Teste rápido;RR;2020-07-25;2779;2531;0;5311;5310;0,5233521657250471
30;Teste rápido;RS;2020-07-25;7627;38083;1;47699;45711;0,1668526175318851
30;Teste rápido;SC;2020-07-25;16630;20985;8;37667;37623;0,4420168513940940
30;Teste rápido;SE;2020-07-25;3750;3111;0;6863;6861;0,5465675557498907
