semana_epi;tipo_teste;uf;ultimo_dia_semana;testes_positivos;testes_negativos;testes_inconclusivos;testes_total;testes_com_resultado;testes_taxa_positivo
16;Outros;RS;2020-04-18;0;1;0;1;1;0,0000000000000000
16;Outros;SC;2020-04-18;1;0;0;1;1;1,0000000000000000
16;Outros;NA;2020-04-18;0;0;0;7;0;NA
17;RT-PCR;AC;2020-04-25;270;487;0;757;757;0,3566710700132100
17;RT-PCR;AL;2020-04-25;583;121;0;705;704;0,8281250000000000
17;RT-PCR;AM;2020-04-25;1152;364;0;1518;1516;0,7598944591029023
17;RT-PCR;AP;2020-04-25;889;195;4;1096;1088;0,8170955882352942
17;RT-PCR;BA;2020-04-25;1209;2482;0;3693;3691;0,3275535085342726
17;RT-PCR;CE;2020-04-25;1695;510;0;2214;2205;0,7687074829931972
17;RT-PCR;DF;2020-04-25;210;202;0;417;412;0,5097087378640777
17;RT-PCR;ES;2020-04-25;108;70;0;201;178;0,6067415730337079
17;RT-PCR;GO;2020-04-25;254;624;0;880;878;0,2892938496583143
17;RT-PCR;MA;2020-04-25;480;133;0;613;613;0,7830342577487766
17;RT-PCR;MG;2020-04-25;293;1468;0;1763;1761;0,1663827370812039
17;RT-PCR;MS;2020-04-25;29;336;0;365;365;0,0794520547945206
17;RT-PCR;MT;2020-04-25;8;42;0;50;50;0,1600000000000000
17;RT-PCR;PA;2020-04-25;451;179;1;644;631;0,7147385103011094
17;RT-PCR;PB;2020-04-25;166;210;0;379;376;0,4414893617021277
17;RT-PCR;PE;2020-04-25;1983;1129;36;3150;3148;0,6299237611181703
17;RT-PCR;PI;2020-04-25;110;76;0;187;186;0,5913978494623656
17;RT-PCR;PR;2020-04-25;20;47;0;67;67;0,2985074626865671
17;RT-PCR;RJ;2020-04-25;3117;816;1;3937;3934;0,7923233350279614
17;RT-PCR;RN;2020-04-25;279;493;0;772;772;0,3613989637305700
17;RT-PCR;RO;2020-04-25;307;294;0;601;601;0,5108153078202995
17;RT-PCR;RR;2020-04-25;97;105;0;202;202;0,4801980198019802
17;RT-PCR;RS;2020-04-25;273;665;0;940;938;0,2910447761194030
17;RT-PCR;SC;2020-04-25;499;2454;0;3000;2953;0,1689806975956654
17;RT-PCR;SE;2020-04-25;57;123;0;180;180;0,3166666666666667
17;RT-PCR;SP;2020-04-25;1224;859;0;2083;2083;0,5876140182429188
17;RT-PCR;TO;2020-04-25;42;131;0;173;173;0,2427745664739884
17;RT-PCR;NA;2020-04-25;712;1;0;713;713;0,9985974754558204
17;Teste rápido;AC;2020-04-25;10;41;0;51;51;0,1960784313725490
17;Teste rápido;AL;2020-04-25;100;512;0;612;612;0,1633986928104575
17;Teste rápido;AM;2020-04-25;799;787;2;1591;1588;0,5031486146095718
17;Teste rápido;AP;2020-04-25;132;168;0;300;300;0,4400000000000000
17;Teste rápido;BA;2020-04-25;102;689;0;791;791;0,1289506953223767
17;Teste rápido;CE;2020-04-25;719;1767;0;2486;2486;0,2892196299275945
17;Teste rápido;DF;2020-04-25;74;72;0;147;146;0,5068493150684932
17;Teste rápido;ES;2020-04-25;7;4;0;11;11;0,6363636363636364
17;Teste rápido;GO;2020-04-25;60;121;0;181;181;0,3314917127071823
17;Teste rápido;MA;2020-04-25;329;691;0;1021;1020;0,3225490196078432
17;Teste rápido;MG;2020-04-25;193;801;1;997;995;0,1939698492462311
17;Teste rápido;MS;2020-04-25;27;44;0;71;71;0,3802816901408451
17;Teste rápido;MT;2020-04-25;18;176;0;194;194;0,0927835051546392
17;Teste rápido;PA;2020-04-25;433;1261;0;1780;1694;0,2556080283353011
17;Teste rápido;PB;2020-04-25;219;653;0;873;872;0,2511467889908257
17;Teste rápido;PE;2020-04-25;336;393;0;733;729;0,4609053497942387
17;Teste rápido;PI;2020-04-25;85;628;0;713;713;0,1192145862552595
17;Teste rápido;PR;2020-04-25;38;16;0;54;54;0,7037037037037037
17;Teste rápido;RJ;2020-04-25;758;644;0;1403;1402;0,5406562054208274
17;Teste rápido;RN;2020-04-25;122;425;2;549;549;0,2222222222222222
17;Teste rápido;RO;2020-04-25;11;126;0;137;137;0,0802919708029197
17;Teste rápido;RR;2020-04-25;39;88;0;127;127;0,3070866141732284
17;Teste rápido;RS;2020-04-25;216;637;0;867;853;0,2532239155920281
17;Teste rápido;SC;2020-04-25;699;793;0;1493;1492;0,4684986595174263
17;Teste rápido;SE;2020-04-25;17;224;0;241;241;0,0705394190871369
17;Teste rápido;SP;2020-04-25;271;718;0;989;989;0,2740141557128413
17;Teste rápido;TO;2020-04-25;10;255;0;265;265;0,0377358490566038
17;Teste rápido;NA;2020-04-25;0;1;0;1;1;0,0000000000000000
17;Outros;AL;2020-04-25;3;6;0;9;9;0,3333333333333333
17;Outros;AM;2020-04-25;1;0;0;1;1;1,0000000000000000
17;Outros;BA;2020-04-25;0;3;0;3;3;0,0000000000000000
17;Outros;CE;2020-04-25;0;2;0;2;2;0,0000000000000000
17;Outros;DF;2020-04-25;2;0;0;2;2;1,0000000000000000
17;Outros;GO;2020-04-25;1;0;0;1;1;1,0000000000000000
17;Outros;MA;2020-04-25;0;1;0;1;1;0,0000000000000000
17;Outros;MG;2020-04-25;1;1;0;2;2;0,5000000000000000
17;Outros;MS;2020-04-25;0;1;0;1;1;0,0000000000000000
17;Outros;PA;2020-04-25;7;3;0;10;10;0,7000000000000000
17;Outros;PE;2020-04-25;5;3;0;8;8;0,6250000000000000
17;Outros;RJ;2020-04-25;18;0;0;18;18;1,0000000000000000
17;Outros;RN;2020-04-25;1;0;0;1;1;1,0000000000000000
17;Outros;RS;2020-04-25;0;2;0;2;2;0,0000000000000000
18;RT-PCR;AC;2020-05-02;349;410;0;759;759;0,4598155467720685
18;RT-PCR;AL;2020-05-02;1165;328;0;1495;1493;0,7803081044876088
18;RT-PCR;AM;2020-05-02;801;464;0;1266;1265;0,6332015810276680
18;RT-PCR;AP;2020-05-02;1300;218;19;1543;1537;0,8458035133376708
18;RT-PCR;BA;2020-05-02;1918;3402;0;5331;5320;0,3605263157894737
18;RT-PCR;CE;2020-05-02;1657;509;0;2171;2166;0,7650046168051708
18;RT-PCR;DF;2020-05-02;446;449;0;907;895;0,4983240223463687
18;RT-PCR;ES;2020-05-02;113;58;0;171;171;0,6608187134502924
18;RT-PCR;GO;2020-05-02;437;1372;1;1813;1810;0,2414364640883978
18;RT-PCR;MA;2020-05-02;689;249;0;938;938;0,7345415778251599
18;RT-PCR;MG;2020-05-02;435;2046;0;2485;2481;0,1753325272067715
18;RT-PCR;MS;2020-05-02;35;664;0;699;699;0,0500715307582260
18;RT-PCR;MT;2020-05-02;32;71;0;103;103;0,3106796116504854
18;RT-PCR;PA;2020-05-02;530;271;3;824;804;0,6592039800995025
18;RT-PCR;PB;2020-05-02;392;391;0;786;783;0,5006385696040868
18;RT-PCR;PE;2020-05-02;2212;1168;14;3398;3394;0,6517383618149676
18;RT-PCR;PI;2020-05-02;218;135;0;356;353;0,6175637393767706
18;RT-PCR;PR;2020-05-02;32;61;0;93;93;0,3440860215053764
18;RT-PCR;RJ;2020-05-02;3931;1152;3;5087;5086;0,7729060165159261
18;RT-PCR;RN;2020-05-02;478;713;0;1191;1191;0,4013434089000840
18;RT-PCR;RO;2020-05-02;441;446;0;887;887;0,4971815107102593
18;RT-PCR;RR;2020-05-02;247;85;0;332;332;0,7439759036144579
18;RT-PCR;RS;2020-05-02;456;876;0;1334;1332;0,3423423423423423
18;RT-PCR;SC;2020-05-02;630;2840;1;3472;3471;0,1815038893690579
18;RT-PCR;SE;2020-05-02;194;153;0;349;347;0,5590778097982709
18;RT-PCR;SP;2020-05-02;381;302;0;683;683;0,5578330893118595
18;RT-PCR;TO;2020-05-02;169;245;0;416;414;0,4082125603864734
18;RT-PCR;NA;2020-05-02;1520;7;0;1533;1527;0,9954158480681073
18;Teste rápido;AC;2020-05-02;32;181;0;214;213;0,1502347417840376
18;Teste rápido;AL;2020-05-02;304;1590;0;1894;1894;0,1605068637803590
18;Teste rápido;AM;2020-05-02;1842;1496;5;3345;3343;0,5510020939276099
18;Teste rápido;AP;2020-05-02;268;250;0;518;518;0,5173745173745173
18;Teste rápido;BA;2020-05-02;202;1141;0;1346;1343;0,1504095309009680
18;Teste rápido;CE;2020-05-02;1576;3298;0;4878;4874;0,3233483791546984
18;Teste rápido;DF;2020-05-02;127;215;0;343;342;0,3713450292397661
18;Teste rápido;ES;2020-05-02;13;9;0;22;22;0,5909090909090909
18;Teste rápido;GO;2020-05-02;49;306;1;358;356;0,1376404494382023
18;Teste rápido;MA;2020-05-02;1251;1769;0;3022;3020;0,4142384105960265
18;Teste rápido;MG;2020-05-02;303;1701;0;2007;2004;0,1511976047904192
18;Teste rápido;MS;2020-05-02;13;142;0;155;155;0,0838709677419355
18;Teste rápido;MT;2020-05-02;22;149;0;171;171;0,1286549707602339
18;Teste rápido;PA;2020-05-02;1235;2267;0;3633;3502;0,3526556253569389
18;Teste rápido;PB;2020-05-02;630;2025;0;2659;2655;0,2372881355932203
18;Teste rápido;PE;2020-05-02;602;1081;0;1686;1683;0,3576945929887106
18;Teste rápido;PI;2020-05-02;253;1274;0;1528;1527;0,1656843483955468
18;Teste rápido;PR;2020-05-02;33;26;0;59;59;0,5593220338983050
18;Teste rápido;RJ;2020-05-02;1531;1376;0;2912;2907;0,5266597867217062
18;Teste rápido;RN;2020-05-02;184;814;0;998;998;0,1843687374749499
18;Teste rápido;RO;2020-05-02;37;303;0;340;340;0,1088235294117647
18;Teste rápido;RR;2020-05-02;112;216;0;328;328;0,3414634146341464
18;Teste rápido;RS;2020-05-02;468;1896;0;2367;2364;0,1979695431472081
18;Teste rápido;SC;2020-05-02;512;1421;0;1935;1933;0,2648732540093119
18;Teste rápido;SE;2020-05-02;60;371;0;431;431;0,1392111368909513
18;Teste rápido;SP;2020-05-02;73;184;0;257;257;0,2840466926070039
18;Teste rápido;TO;2020-05-02;46;294;0;340;340;0,1352941176470588
18;Teste rápido;NA;2020-05-02;2;4;0;6;6;0,3333333333333333
18;Outros;AL;2020-05-02;10;6;0;16;16;0,6250000000000000
18;Outros;AM;2020-05-02;1;0;0;1;1;1,0000000000000000
18;Outros;BA;2020-05-02;1;1;0;2;2;0,5000000000000000
18;Outros;CE;2020-05-02;3;2;0;5;5;0,6000000000000000
18;Outros;DF;2020-05-02;1;0;0;1;1;1,0000000000000000
18;Outros;MA;2020-05-02;2;1;0;3;3;0,6666666666666666
18;Outros;MG;2020-05-02;2;2;0;4;4;0,5000000000000000
18;Outros;PA;2020-05-02;4;3;0;7;7;0,5714285714285714
18;Outros;PE;2020-05-02;3;1;0;4;4;0,7500000000000000
18;Outros;RJ;2020-05-02;15;2;0;17;17;0,8823529411764706
19;RT-PCR;AC;2020-05-09;748;521;0;1269;1269;0,5894405043341213
19;RT-PCR;AL;2020-05-09;1336;316;1;1660;1653;0,8082274652147611
19;RT-PCR;AM;2020-05-09;1300;505;0;1806;1805;0,7202216066481995
19;RT-PCR;AP;2020-05-09;1626;214;12;1855;1852;0,8779697624190065
19;RT-PCR;BA;2020-05-09;2471;3544;1;6016;6016;0,4107380319148936
19;RT-PCR;CE;2020-05-09;1951;879;0;2832;2830;0,6893992932862191
19;RT-PCR;DF;2020-05-09;585;710;2;1301;1297;0,4510408635312259
19;RT-PCR;ES;2020-05-09;162;134;0;296;296;0,5472972972972973
19;RT-PCR;GO;2020-05-09;564;1415;0;1982;1979;0,2849924204143507
19;RT-PCR;MA;2020-05-09;551;239;0;791;790;0,6974683544303798
19;RT-PCR;MG;2020-05-09;601;1985;0;2591;2586;0,2324052590873937
19;RT-PCR;MS;2020-05-09;88;604;0;692;692;0,1271676300578035
19;RT-PCR;MT;2020-05-09;35;119;0;154;154;0,2272727272727273
19;RT-PCR;PA;2020-05-09;654;307;4;968;965;0,6777202072538860
19;RT-PCR;PB;2020-05-09;874;700;0;1576;1574;0,5552731893265566
19;RT-PCR;PE;2020-05-09;2780;1422;13;4222;4215;0,6595492289442467
19;RT-PCR;PI;2020-05-09;214;275;0;489;489;0,4376278118609407
19;RT-PCR;PR;2020-05-09;42;68;0;110;110;0,3818181818181818
19;RT-PCR;RJ;2020-05-09;4002;1172;1;5188;5175;0,7733333333333333
19;RT-PCR;RN;2020-05-09;775;740;0;1515;1515;0,5115511551155115
19;RT-PCR;RO;2020-05-09;682;694;0;1376;1376;0,4956395348837209
19;RT-PCR;RR;2020-05-09;167;130;0;297;297;0,5622895622895623
19;RT-PCR;RS;2020-05-09;536;1025;0;1609;1561;0,3433696348494555
19;RT-PCR;SC;2020-05-09;711;2318;0;3035;3029;0,2347309343017498
19;RT-PCR;SE;2020-05-09;736;384;0;1137;1120;0,6571428571428571
19;RT-PCR;SP;2020-05-09;63;54;0;117;117;0,5384615384615384
19;RT-PCR;TO;2020-05-09;427;427;0;855;854;0,5000000000000000
19;RT-PCR;NA;2020-05-09;6;2;0;8;8;0,7500000000000000
19;Teste rápido;AC;2020-05-09;141;447;0;588;588;0,2397959183673469
19;Teste rápido;AL;2020-05-09;848;1999;1;2894;2848;0,2977528089887641
19;Teste rápido;AM;2020-05-09;4154;3835;1;7994;7990;0,5198998748435545
19;Teste rápido;AP;2020-05-09;564;343;0;910;907;0,6218302094818081
19;Teste rápido;BA;2020-05-09;370;1863;0;2235;2233;0,1656963725929243
19;Teste rápido;CE;2020-05-09;3689;6056;0;9750;9745;0,3785531041559774
19;Teste rápido;DF;2020-05-09;287;426;0;716;713;0,4025245441795232
19;Teste rápido;ES;2020-05-09;27;31;0;58;58;0,4655172413793103
19;Teste rápido;GO;2020-05-09;157;616;0;773;773;0,2031047865459250
19;Teste rápido;MA;2020-05-09;3437;3179;0;6623;6616;0,5194981862152358
19;Teste rápido;MG;2020-05-09;519;2390;0;2915;2909;0,1784118253695428
19;Teste rápido;MS;2020-05-09;25;142;0;167;167;0,1497005988023952
19;Teste rápido;MT;2020-05-09;73;201;0;276;274;0,2664233576642336
19;Teste rápido;PA;2020-05-09;3171;3961;0;7355;7132;0,4446158160403814
19;Teste rápido;PB;2020-05-09;1745;3560;0;5307;5305;0,3289349670122526
19;Teste rápido;PE;2020-05-09;1068;1741;0;2811;2809;0,3802064791740833
19;Teste rápido;PI;2020-05-09;449;1451;0;1900;1900;0,2363157894736842
19;Teste rápido;PR;2020-05-09;33;43;0;76;76;0,4342105263157895
19;Teste rápido;RJ;2020-05-09;3167;3767;0;6939;6934;0,4567349293337179
19;Teste rápido;RN;2020-05-09;303;987;1;1292;1291;0,2347017815646786
19;Teste rápido;RO;2020-05-09;41;552;0;593;593;0,0691399662731872
19;Teste rápido;RR;2020-05-09;228;563;0;791;791;0,2882427307206069
19;Teste rápido;RS;2020-05-09;813;3186;0;4027;3999;0,2033008252063016
19;Teste rápido;SC;2020-05-09;701;2979;2;3682;3682;0,1903856599674090
19;Teste rápido;SE;2020-05-09;227;659;0;887;886;0,2562076749435666
19;Teste rápido;SP;2020-05-09;53;65;0;119;118;0,4491525423728814
19;Teste rápido;TO;2020-05-09;169;573;0;744;742;0,2277628032345013
19;Teste rápido;NA;2020-05-09;2;5;0;7;7;0,2857142857142857
19;Outros;AL;2020-05-09;11;3;0;14;14;0,7857142857142857
19;Outros;AP;2020-05-09;1;0;0;1;1;1,0000000000000000
19;Outros;BA;2020-05-09;1;22;0;23;23;0,0434782608695652
19;Outros;CE;2020-05-09;7;1;0;8;8;0,8750000000000000
19;Outros;DF;2020-05-09;4;0;0;4;4;1,0000000000000000
19;Outros;MA;2020-05-09;2;1;0;3;3;0,6666666666666666
19;Outros;MG;2020-05-09;2;4;0;6;6;0,3333333333333333
19;Outros;PA;2020-05-09;12;7;0;19;19;0,6315789473684210
19;Outros;PE;2020-05-09;9;4;0;13;13;0,6923076923076923
19;Outros;RJ;2020-05-09;17;5;0;22;22;0,7727272727272727
19;Outros;RS;2020-05-09;1;2;0;3;3;0,3333333333333333
19;Outros;SE;2020-05-09;1;0;0;1;1;1,0000000000000000
20;RT-PCR;AC;2020-05-16;1159;480;1;1643;1640;0,7067073170731707
20;RT-PCR;AL;2020-05-16;1114;155;1;1277;1270;0,8771653543307086
20;RT-PCR;AM;2020-05-16;1014;617;0;1632;1631;0,6217044757817290
20;RT-PCR;AP;2020-05-16;1607;257;18;1887;1882;0,8538788522848034
20;RT-PCR;BA;2020-05-16;3438;4152;1;7593;7591;0,4529047556316691
20;RT-PCR;CE;2020-05-16;1901;1044;0;2961;2945;0,6455008488964347
20;RT-PCR;DF;2020-05-16;804;887;1;1702;1692;0,4751773049645390
20;RT-PCR;ES;2020-05-16;229;153;0;382;382;0,5994764397905760
20;RT-PCR;GO;2020-05-16;719;1848;0;2576;2567;0,2800934943513829
20;RT-PCR;MA;2020-05-16;487;250;0;738;737;0,6607869742198100
20;RT-PCR;MG;2020-05-16;743;1630;0;2375;2373;0,3131057732827645
20;RT-PCR;MS;2020-05-16;282;1049;0;1331;1331;0,2118707738542449
20;RT-PCR;MT;2020-05-16;118;232;0;350;350;0,3371428571428571
20;RT-PCR;PA;2020-05-16;568;417;1;991;986;0,5760649087221096
20;RT-PCR;PB;2020-05-16;958;615;0;1574;1573;0,6090273363000636
20;RT-PCR;PE;2020-05-16;2342;1183;16;3542;3541;0,6613950861338604
20;RT-PCR;PI;2020-05-16;240;185;0;425;425;0,5647058823529412
20;RT-PCR;PR;2020-05-16;25;47;0;72;72;0,3472222222222222
20;RT-PCR;RJ;2020-05-16;3459;1375;1;4835;4835;0,7154084798345398
20;RT-PCR;RN;2020-05-16;1136;1030;0;2166;2166;0,5244690674053555
20;RT-PCR;RO;2020-05-16;702;837;0;1539;1539;0,4561403508771930
20;RT-PCR;RR;2020-05-16;358;201;0;559;559;0,6404293381037567
20;RT-PCR;RS;2020-05-16;738;1477;0;2403;2215;0,3331828442437923
20;RT-PCR;SC;2020-05-16;880;2587;1;3562;3468;0,2537485582468281
20;RT-PCR;SE;2020-05-16;718;574;0;1338;1292;0,5557275541795665
20;RT-PCR;SP;2020-05-16;85;55;0;140;140;0,6071428571428571
20;RT-PCR;TO;2020-05-16;634;1067;0;1703;1701;0,3727219282774838
20;RT-PCR;NA;2020-05-16;26;18;0;44;44;0,5909090909090909
20;Teste rápido;AC;2020-05-16;320;1149;0;1471;1469;0,2178352620830497
20;Teste rápido;AL;2020-05-16;1747;2361;0;4152;4108;0,4252677702044791
20;Teste rápido;AM;2020-05-16;6043;5394;3;11446;11440;0,5282342657342657
20;Teste rápido;AP;2020-05-16;1206;705;0;1917;1911;0,6310832025117740
20;Teste rápido;BA;2020-05-16;767;3220;0;3992;3987;0,1923752194632556
20;Teste rápido;CE;2020-05-16;6578;9148;1;15736;15727;0,4182615883512431
20;Teste rápido;DF;2020-05-16;547;434;0;985;981;0,5575942915392457
20;Teste rápido;ES;2020-05-16;43;52;0;95;95;0,4526315789473684
20;Teste rápido;GO;2020-05-16;222;906;0;1133;1128;0,1968085106382979
20;Teste rápido;MA;2020-05-16;6170;4866;0;11041;11036;0,5590793765857195
20;Teste rápido;MG;2020-05-16;825;3908;0;4740;4733;0,1743080498626664
20;Teste rápido;MS;2020-05-16;28;172;0;200;200;0,1400000000000000
20;Teste rápido;MT;2020-05-16;195;451;0;650;646;0,3018575851393189
20;Teste rápido;PA;2020-05-16;4740;4667;0;9552;9407;0,5038800892952057
20;Teste rápido;PB;2020-05-16;3739;6151;0;9898;9890;0,3780586450960566
20;Teste rápido;PE;2020-05-16;1848;2349;0;4200;4197;0,4403145103645461
20;Teste rápido;PI;2020-05-16;644;2199;0;2843;2843;0,2265212803376715
20;Teste rápido;PR;2020-05-16;41;81;0;122;122;0,3360655737704918
20;Teste rápido;RJ;2020-05-16;5057;5818;0;10876;10875;0,4650114942528736
20;Teste rápido;RN;2020-05-16;589;1699;1;2290;2289;0,2573176059414591
20;Teste rápido;RO;2020-05-16;86;798;0;884;884;0,0972850678733032
20;Teste rápido;RR;2020-05-16;416;702;0;1118;1118;0,3720930232558139
20;Teste rápido;RS;2020-05-16;1114;5601;0;6780;6715;0,1658972449739390
20;Teste rápido;SC;2020-05-16;661;2894;0;3600;3555;0,1859353023909986
20;Teste rápido;SE;2020-05-16;627;1092;0;1719;1719;0,3647469458987784
20;Teste rápido;SP;2020-05-16;102;126;0;229;228;0,4473684210526316
20;Teste rápido;TO;2020-05-16;328;1115;0;1448;1443;0,2273042273042273
20;Teste rápido;NA;2020-05-16;47;57;0;104;104;0,4519230769230769
20;Outros;AL;2020-05-16;11;8;0;19;19;0,5789473684210527
20;Outros;AP;2020-05-16;1;0;0;1;1;1,0000000000000000
20;Outros;BA;2020-05-16;2;14;0;16;16;0,1250000000000000
20;Outros;CE;2020-05-16;3;2;0;5;5;0,6000000000000000
20;Outros;DF;2020-05-16;1;0;0;1;1;1,0000000000000000
20;Outros;GO;2020-05-16;0;1;0;1;1;0,0000000000000000
20;Outros;MA;2020-05-16;2;3;0;5;5;0,4000000000000000
20;Outros;MG;2020-05-16;4;5;0;9;9;0,4444444444444444
20;Outros;MS;2020-05-16;0;1;0;1;1;0,0000000000000000
20;Outros;PA;2020-05-16;15;15;0;30;30;0,5000000000000000
20;Outros;PB;2020-05-16;6;0;0;6;6;1,0000000000000000
20;Outros;PE;2020-05-16;38;4;0;42;42;0,9047619047619048
20;Outros;RJ;2020-05-16;21;0;0;21;21;1,0000000000000000
20;Outros;RS;2020-05-16;3;0;0;3;3;1,0000000000000000
20;Outros;SC;2020-05-16;1;0;0;1;1;1,0000000000000000
20;Outros;SE;2020-05-16;1;0;0;1;1;1,0000000000000000
20;Outros;TO;2020-05-16;0;3;0;3;3;0,0000000000000000
21;RT-PCR;AC;2020-05-23;1216;396;0;1613;1612;0,7543424317617866
21;RT-PCR;AL;2020-05-23;962;145;0;1114;1107;0,8690153568202349
21;RT-PCR;AM;2020-05-23;1341;1145;1;2489;2487;0,5392038600723763
21;RT-PCR;AP;2020-05-23;1407;374;6;1791;1787;0,7873531057638500
21;RT-PCR;BA;2020-05-23;4798;4710;1;9514;9509;0,5045746135240299
21;RT-PCR;CE;2020-05-23;1620;971;0;2605;2591;0,6252412196063296
21;RT-PCR;DF;2020-05-23;955;1087;3;2055;2045;0,4669926650366748
21;RT-PCR;ES;2020-05-23;239;125;0;364;364;0,6565934065934066
21;RT-PCR;GO;2020-05-23;1066;2390;0;3458;3456;0,3084490740740741
21;RT-PCR;MA;2020-05-23;526;294;0;821;820;0,6414634146341464
21;RT-PCR;MG;2020-05-23;1162;2039;1;3205;3202;0,3628981886321049
21;RT-PCR;MS;2020-05-23;347;1634;0;1981;1981;0,1751640585562847
21;RT-PCR;MT;2020-05-23;223;397;0;622;620;0,3596774193548387
21;RT-PCR;PA;2020-05-23;586;427;3;1024;1016;0,5767716535433071
21;RT-PCR;PB;2020-05-23;1037;659;1;1698;1697;0,6110783736004715
21;RT-PCR;PE;2020-05-23;2709;1390;29;4129;4128;0,6562500000000000
21;RT-PCR;PI;2020-05-23;359;284;0;643;643;0,5583203732503889
21;RT-PCR;PR;2020-05-23;53;65;0;118;118;0,4491525423728814
21;RT-PCR;RJ;2020-05-23;4360;2008;4;6382;6372;0,6842435655994978
21;RT-PCR;RN;2020-05-23;1499;1161;1;2662;2661;0,5633220593761744
21;RT-PCR;RO;2020-05-23;1074;831;0;1905;1905;0,5637795275590551
21;RT-PCR;RR;2020-05-23;531;222;0;753;753;0,7051792828685259
21;RT-PCR;RS;2020-05-23;839;2438;0;3668;3277;0,2560268538297223
21;RT-PCR;SC;2020-05-23;1380;3424;0;4855;4804;0,2872606161532056
21;RT-PCR;SE;2020-05-23;880;626;0;1559;1506;0,5843293492695883
21;RT-PCR;SP;2020-05-23;123;96;0;220;219;0,5616438356164384
21;RT-PCR;TO;2020-05-23;956;1410;0;2366;2366;0,4040574809805579
21;RT-PCR;NA;2020-05-23;16;13;0;29;29;0,5517241379310345
21;Teste rápido;AC;2020-05-23;614;1006;0;1620;1620;0,3790123456790123
21;Teste rápido;AL;2020-05-23;3430;3789;0;7231;7219;0,4751350602576534
21;Teste rápido;AM;2020-05-23;7871;7888;0;15766;15759;0,4994606256742179
21;Teste rápido;AP;2020-05-23;1251;545;0;1796;1796;0,6965478841870824
21;Teste rápido;BA;2020-05-23;1310;6284;0;7596;7594;0,1725046089017646
21;Teste rápido;CE;2020-05-23;9823;12642;1;22474;22466;0,4372384937238494
21;Teste rápido;DF;2020-05-23;850;872;0;1728;1722;0,4936120789779326
21;Teste rápido;ES;2020-05-23;83;102;0;185;185;0,4486486486486487
21;Teste rápido;GO;2020-05-23;485;1286;0;1773;1771;0,2738565782044043
21;Teste rápido;MA;2020-05-23;10076;8287;0;18375;18363;0,5487120840821217
21;Teste rápido;MG;2020-05-23;1875;7927;0;9823;9802;0,1912874923485003
21;Teste rápido;MS;2020-05-23;112;536;0;648;648;0,1728395061728395
21;Teste rápido;MT;2020-05-23;277;894;0;1173;1171;0,2365499573014518
21;Teste rápido;PA;2020-05-23;7968;7191;0;15222;15159;0,5256283396002375
21;Teste rápido;PB;2020-05-23;6063;10161;0;16260;16224;0,3737056213017751
21;Teste rápido;PE;2020-05-23;2544;3992;0;6545;6536;0,3892288861689107
21;Teste rápido;PI;2020-05-23;1140;2974;0;4114;4114;0,2771025765678172
21;Teste rápido;PR;2020-05-23;77;201;0;278;278;0,2769784172661870
21;Teste rápido;RJ;2020-05-23;6283;7605;0;13896;13888;0,4524049539170507
21;Teste rápido;RN;2020-05-23;962;2465;1;3429;3428;0,2806301050175029
21;Teste rápido;RO;2020-05-23;330;983;0;1314;1313;0,2513328255902513
21;Teste rápido;RR;2020-05-23;819;1183;0;2002;2002;0,4090909090909091
21;Teste rápido;RS;2020-05-23;1957;9835;0;11866;11792;0,1659599728629579
21;Teste rápido;SC;2020-05-23;1125;3675;1;4803;4801;0,2343261820454072
21;Teste rápido;SE;2020-05-23;613;1034;0;1648;1647;0,3721918639951427
21;Teste rápido;SP;2020-05-23;118;311;0;430;429;0,2750582750582751
21;Teste rápido;TO;2020-05-23;525;1584;0;2113;2109;0,2489331436699858
21;Teste rápido;NA;2020-05-23;80;77;0;157;157;0,5095541401273885
21;Outros;AL;2020-05-23;31;227;0;258;258;0,1201550387596899
21;Outros;AM;2020-05-23;1;1;0;2;2;0,5000000000000000
21;Outros;BA;2020-05-23;4;138;0;142;142;0,0281690140845070
21;Outros;CE;2020-05-23;5;2;0;7;7;0,7142857142857143
21;Outros;DF;2020-05-23;3;0;0;3;3;1,0000000000000000
21;Outros;ES;2020-05-23;0;4;0;4;4;0,0000000000000000
21;Outros;GO;2020-05-23;2;0;0;2;2;1,0000000000000000
21;Outros;MA;2020-05-23;4;3;0;7;7;0,5714285714285714
21;Outros;MG;2020-05-23;9;1;0;10;10;0,9000000000000000
21;Outros;MS;2020-05-23;0;1;0;1;1;0,0000000000000000
21;Outros;PA;2020-05-23;6;22;0;28;28;0,2142857142857143
21;Outros;PB;2020-05-23;1;1;0;2;2;0,5000000000000000
21;Outros;PE;2020-05-23;38;7;0;45;45;0,8444444444444444
21;Outros;PI;2020-05-23;0;1;0;1;1;0,0000000000000000
21;Outros;PR;2020-05-23;1;0;0;1;1;1,0000000000000000
21;Outros;RJ;2020-05-23;18;6;0;24;24;0,7500000000000000
21;Outros;RN;2020-05-23;1;0;0;1;1;1,0000000000000000
21;Outros;RS;2020-05-23;1;3;0;4;4;0,2500000000000000
21;Outros;SC;2020-05-23;1;1;0;2;2;0,5000000000000000
21;Outros;SE;2020-05-23;4;3;0;7;7;0,5714285714285714
21;Outros;SP;2020-05-23;0;1;0;1;1;0,0000000000000000
21;Outros;TO;2020-05-23;1;4;0;5;5;0,2000000000000000
22;RT-PCR;AC;2020-05-30;542;279;0;822;821;0,6601705237515225
